"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"FDR"
"Transcript_101012.0"	2.26509432137823	3.88320623811549	0.646982404640972	0.168750989405325	-2.56703213402184	0.00562804132226657	0.994371958677733
"Transcript_101014.0"	13.7805154867779	6.43389661414831	21.1271343594076	3.28017900116501	1.71377454565027	1.62747641863081e-06	0.999998372523581
"Transcript_101022.0"	2.48329398291327	0.44050578358925	4.52608218223729	10.0688655894662	3.33182924589418	0.0001083978552473	0.999891602144753
"Transcript_101034.0"	2.5235468684068	3.79589347737815	1.25120025943544	0.331380861532749	-1.5934378108829	0.0420691317728977	0.957930868227102
"Transcript_101037.0"	2.94116682768807	1.54744176781343	4.33489188756272	2.78976201701765	1.48014205699627	0.000178237861721442	0.999821762138279
"Transcript_101046.0"	0.499338091286143	0.957502908028476	0.0411732745438104	0.0528921144517162	-4.24080353906876	0.00822619949477321	0.991773800505227
"Transcript_101048.0"	0.715098807867318	0.0497841536044394	1.3804134621302	23.2572241689635	4.53960701127514	0.00215751656993679	0.997842483430063
"Transcript_101049.0"	3.53830825776534	2.5055827976291	4.57103371790158	1.82106258725379	0.864780506482245	0.0133740506888784	0.986625949311122
"Transcript_101050.0"	2.45413757417602	1.27667054403797	3.63160460431407	2.8302541168663	1.50093159252146	0.0476651636145903	0.95233483638541
"Transcript_101054.0"	1.55395824472483	2.4564776059755	0.651438883474154	0.268171453035574	-1.89877242496783	0.00256005053053021	0.99743994946947
"Transcript_101057.0"	1.60628669044578	0.308936278818064	2.90363710207349	9.13548346670075	3.19148108096606	0.00148756039835152	0.998512439601648
"Transcript_101082.0"	2.14057614547121	3.52256009288075	0.758592198061667	0.217573707977573	-2.2004238657905	0.0104105861991773	0.989589413800823
"Transcript_101104.0"	5.09196207828582	1.27667054403797	8.90725361253366	6.9304871039859	2.79295675464365	5.83744900269911e-05	0.999941625509973
"Transcript_101117.0"	5.85014741192741	4.61511378619955	7.08518103765527	1.5340554558519	0.617350636971494	0.0018118801750876	0.998188119824912
"Transcript_101129.0"	0.493425794595627	0.80743137785647	0.179420211334783	0.231726131961676	-2.10950734750948	0.0411108622537244	0.958889137746276
"Transcript_101145.0"	1.08552614224082	1.56238721907005	0.608665065411588	0.393455923520852	-1.34572606647225	0.0190490094957945	0.980950990504206
"Transcript_101153.0"	7.05845117368098	0.61754751829911	13.4993548290629	21.5272221387765	4.42809026180681	3.84159370980797e-12	0.999999999996158
"Transcript_101155.0"	3.00523362841274	0.0606690737898789	5.94979818303559	84.3338940702112	6.39804066649833	5.39476463501387e-10	0.999999999460524
"Transcript_101163.0"	6.40161647224455	3.4216817912675	9.3815511532216	2.73671969735656	1.45244767732531	5.79212942238838e-05	0.999942078705776
"Transcript_101174.0"	1.75933683803375	0.212778424006328	3.30589525206118	14.8842746637214	3.89571701316811	0.00457956767788847	0.995420432322112
"Transcript_101179.0"	2.52595403866836	4.7207900318506	0.331118045486134	0.0721059364692825	-3.79373814858564	0.00175981358152566	0.998240186418474
"Transcript_101190.0"	1.58427264577688	2.94414333344313	0.224401958110641	0.0793468466668608	-3.6556832999024	0.0128470427927754	0.987152957207225
"Transcript_101192.0"	7.73218681814042	13.1043130797453	2.36006055653555	0.180723194735685	-2.46814641556547	1.72474468040917e-09	0.999999998275255
"Transcript_101198.0"	1.52462146701188	1.07075834192755	1.97848459209622	1.83989751913432	0.879625411524599	0.0207113393674716	0.979288660632528
"Transcript_101218.0"	4.59390109648152	1.70329009408401	7.48451209887904	4.3743392463177	2.12906511110415	0.00289117776812275	0.997108822231877
"Transcript_101224.0"	1.15294074133578	2.22353493358395	0.0823465490876208	0.0413454688794327	-4.59612695912935	0.00141220280751531	0.998587797192485
"Transcript_101240.0"	1.0061989947207	1.85593502533253	0.156462964108858	0.0892115544479865	-3.48662561342661	0.000875056856119327	0.999124943143881
"Transcript_101245.0"	1.40046150421596	0.053194606001582	2.74772840243034	43.6386675527545	5.44753514649433	0.014302140342498	0.985697859657502
"Transcript_101249.0"	0.363200240166752	0.053194606001582	0.673205874331923	10.8111422407605	3.43444705255972	0.0156335745203057	0.984366425479694
"Transcript_101258.0"	5.73956742138996	1.29235017367098	10.1867846691089	7.82952609463467	2.96892498674856	6.43828085782339e-05	0.999935617191422
"Transcript_101273.0"	0.874989428610419	1.6217491668719	0.128229690348938	0.0847125852154881	-3.56127987217477	0.00473712751102628	0.995262872488974
"Transcript_101282.0"	0.54918246249556	0.159583818004746	0.938781106986374	5.59476203655128	2.48407676998839	0.019429662180349	0.980570337819651
"Transcript_101294.0"	4.75486752555489	2.04891296182054	7.46082208928924	3.62852739665272	1.85938416293297	0.0117291958408146	0.988270804159185
"Transcript_101301.0"	0.587097123067792	0.0497841536044394	1.12441009253115	18.9750966457926	4.24603532862036	0.00670063062167026	0.99329936937833
"Transcript_101303.0"	0.64563991542159	1.18697118810394	0.104308642739239	0.0954982407891614	-3.38838203283712	0.00887228875367951	0.99112771124632
"Transcript_101312.0"	2.08330768866481	3.61723320810758	0.549382169222055	0.154217315824008	-2.69696333189843	0.0136536345479303	0.98634636545207
"Transcript_101329.0"	9.9561164005985	5.79809759928013	14.1141352019169	2.43180059571785	1.28202493463539	0.000133807159731214	0.999866192840269
"Transcript_101338.0"	5.23589623272851	7.33837301105553	3.13341945440149	0.427770807180345	-1.22509006440219	0.00468828790706854	0.995311712092931
"Transcript_101339.0"	21.5807192741342	8.41869895716082	34.7427395911076	4.12314400689119	2.04374485036001	0.00196463542886338	0.998035364571137
"Transcript_101343.0"	1.50062257017825	2.43666692105557	0.564578219300924	0.234841209629398	-2.09024250197899	0.0358360773562877	0.964163922643712
"Transcript_101354.0"	4.22777076140333	2.77688172613089	5.67865979667578	2.04122756388859	1.02943702852081	0.00634235719716147	0.993657642802839
"Transcript_101356.0"	4.90893109580674	2.27105345877868	7.54680873283479	3.3128591106676	1.72807684976265	1.81848369695814e-08	0.999999981815163
"Transcript_101365.0"	3.93427792576874	2.381506686173	5.48704916536449	2.29857152277551	1.20073755801817	3.09765331363288e-06	0.999996902346686
"Transcript_101366.0"	2.84484077208425	5.308816621949	0.380864922219499	0.0734871964952747	-3.76636327536052	0.00287478979548172	0.997125210204518
"Transcript_101370.0"	0.782119132542982	0.156173365607603	1.40806489947836	8.5336473404946	3.09316249129456	0.0105201636096247	0.989479836390375
"Transcript_101374.0"	4.31414425372973	7.01827753981168	1.61001096764779	0.230499003272315	-2.11716758274554	0.00667272125921392	0.993327278740786
"Transcript_101377.0"	1.02076107938558	0.320474761997515	1.72104739677365	5.23806231468492	2.38903322283325	0.0227871795909408	0.977212820409059
"Transcript_101380.0"	3.51294667442371	6.16034293899208	0.865550409855329	0.141896555590531	-2.81708852517016	0.00858636350694431	0.991413636493056
"Transcript_101386.0"	2.09003116647568	0.578973324217128	3.60108900873423	6.13115884922995	2.6161597832191	0.00795874620538572	0.992041253794614
"Transcript_101403.0"	0.486683794757854	0.106389212003164	0.866978377512543	7.5348768362544	2.9135839299814	0.0266627313222028	0.973337268677797
"Transcript_101439.0"	1.00262118924724	0.31075297542268	1.69448940307181	5.31402522712588	2.40980507671118	0.00683990980509586	0.993160090194904
"Transcript_101442.0"	6.39250569134229	2.39011241254027	10.3948989701443	4.33517151770895	2.11608907369002	3.17288811224614e-07	0.999999682711189
"Transcript_101449.0"	6.83334244637946	0.567763364694671	13.0989215280642	22.6890840248964	4.50392646240737	6.00858667598736e-07	0.999999399141332
"Transcript_101450.0"	4.51615958233738	0.491597063181713	8.54072210149305	17.0469939501926	4.09144545316896	8.24954127454092e-07	0.999999175045873
"Transcript_101457.0"	0.514955662650451	0.947564776213281	0.0823465490876208	0.0964389578455549	-3.37424012903725	0.0463464516978206	0.953653548302179
"Transcript_101470.0"	2.43135234491297	0.426210411006668	4.43649427881927	10.1934620692749	3.34957222115907	0.0180431997175922	0.981956800282408
"Transcript_101477.0"	4.89216956160771	0.634924819621841	9.14941430359357	14.2022977328804	3.82805245135414	1.92977636765956e-05	0.999980702236323
"Transcript_101499.0"	2.48175300107102	4.45419346752617	0.509312534615866	0.116328411479811	-3.10372459829007	0.0176461060529832	0.982353893947017
"Transcript_101508.0"	3.62299790791048	1.72066739540674	5.52532842041422	3.19837794084825	1.67734042698927	0.0036960225875734	0.996303977412427
"Transcript_101522.0"	4.39554138169225	2.07459423049661	6.71648853288789	3.22676156082686	1.69008697487414	0.0377292486984201	0.96227075130158
"Transcript_101532.0"	0.499338091286143	0.957502908028476	0.0411732745438104	0.0528921144517162	-4.24080353906876	0.00822619949477321	0.991773800505227
"Transcript_101540.0"	3.95195320333091	1.50008675871959	6.40381964794223	4.2473186463674	2.08655234798111	7.70174019559811e-07	0.99999922982598
"Transcript_101547.0"	3.54861951762682	4.7530664608095	2.34417257444414	0.494255663618022	-1.0166705971639	0.00171301411687264	0.998286985883127
"Transcript_101558.0"	2.65067981677854	5.26018635901326	0.0411732745438104	0.00970995540912743	-6.68631961426772	0.0179606370826348	0.982039362917365
"Transcript_101569.0"	1.34111945986036	2.43244835969843	0.249790560022288	0.106364811763867	-3.23290714602362	0.000440944824433354	0.999559055175567
"Transcript_101593.0"	1.86456068589757	0.940125606705745	2.78899576508939	2.94592182900323	1.55871914849812	0.000555510829983952	0.999444489170016
"Transcript_101598.0"	1.58631117677096	0.691529878020566	2.48109247552135	3.55094280880838	1.82820212461882	0.0246474472454831	0.975352552754517
"Transcript_101613.0"	0.478834571637785	0.0606690737898789	0.89700006948569	12.8344694623066	3.68195175543499	0.00703473094550588	0.992965269054494
"Transcript_101616.0"	4.23965534530176	2.31314331503449	6.16616737556903	2.65853911620486	1.41063369355621	0.0129766569898744	0.987023343010126
"Transcript_101628.0"	0.872563720409908	0.242676295159516	1.5024511456603	5.98572630133541	2.58152631279298	0.0151913528197314	0.984808647180269
"Transcript_101632.0"	0.78797901241948	0.159583818004746	1.41637420683421	8.411027795083	3.07228210300952	0.0103154067710186	0.989684593228981
"Transcript_101638.0"	0.58073128314366	0.0497841536044394	1.11167841268288	18.7621358680503	4.2297521674552	0.00384569067460694	0.996154309325393
"Transcript_101646.0"	1.94567608242385	3.73488920073884	0.156462964108858	0.0444507047300669	-4.49164989777225	0.000701658704447383	0.999298341295553
"Transcript_101647.0"	3.99784036470975	7.07412381850994	0.921556910909571	0.131499241794099	-2.92687361371996	0.000277570483186329	0.999722429516814
"Transcript_101648.0"	4.87255032798733	2.8523888265398	6.89271182943485	2.41152137174151	1.26994359582192	0.00958309050812434	0.990416909491876
"Transcript_101659.0"	2.12179909538595	0	4.2435981907719	425.35981907719	8.73253994767144	1.64215852027638e-09	0.999999998357841
"Transcript_101664.0"	1.61643608194887	0.0858527898070327	3.14701937409072	32.9361240340141	5.04159888170874	0.0131578392095629	0.986842160790437
"Transcript_101673.0"	6.96014039843734	2.77024329053797	11.1500375063367	4.01405069272815	2.00505883635317	0.0251930850348326	0.974806914965167
"Transcript_101686.0"	4.60589408747154	2.90981904098221	6.30196913396087	2.16176723466998	1.11221119121985	0.00325225920257455	0.996747740797425
"Transcript_101689.0"	10.5824122318036	1.98491580731732	19.1799086562899	9.61940778949244	3.26594807845879	3.20872221737378e-06	0.999996791277783
"Transcript_101697.0"	4.58319918525311	6.82495280528086	2.34144556522535	0.344032450876407	-1.53938344126696	0.000220529543229264	0.999779470456771
"Transcript_101710.0"	5.59304965655482	9.63382119172674	1.5522781213829	0.161997831598449	-2.62595359266081	0.0212283455197345	0.978771654480265
"Transcript_101736.0"	3.92771624907773	2.74199999455659	5.11343250359887	1.86171239597854	0.89663021739542	0.00330739260999069	0.996692607390009
"Transcript_101739.0"	8.97609104901155	2.83881682347335	15.1133652745497	5.30864783931981	2.40834444032806	4.57450743951426e-11	0.999999999954255
"Transcript_101754.0"	1.25464465809145	0.425556848012656	2.08373246817024	4.80702456573338	2.26514417621789	0.00467060205840952	0.99532939794159
"Transcript_101771.0"	3.47650640891808	5.64194753347815	1.31106528435801	0.23373629647709	-2.0970463099259	0.000438534095067111	0.999561465904933
"Transcript_101779.0"	2.72899848294368	1.38444749741154	4.07354946847582	2.92843543844854	1.55013008852056	0.0263816787490947	0.973618321250905
"Transcript_101803.0"	0.998498233548518	1.63239303136645	0.364603435730582	0.228083916928773	-2.13236337460797	0.0379831170449446	0.962016882955055
"Transcript_101812.0"	6.68985671407681	1.5634008687553	11.8163125593983	7.51640144240798	2.91004212150848	0.000219867740497981	0.999780132259502
"Transcript_101820.0"	2.08000456460847	3.74040670026847	0.419602428948475	0.11454822457461	-3.12597299693666	7.9253256406342e-05	0.999920746743594
"Transcript_101843.0"	1.91254649385554	0.744724484022148	3.08036850368893	4.09469756065081	2.03375689658846	0.0105182278612672	0.989481772138733
"Transcript_101849.0"	0.696989997607009	1.32986515003955	0.0641148451744688	0.0553151525526887	-4.17618145582093	0.00336896058393443	0.996631039416066
"Transcript_101865.0"	4.91608706596004	2.07565233609509	7.756521795825	3.72378543701395	1.89676994779633	0.000590530900110409	0.99940946909989
"Transcript_101888.0"	2.38972585114133	3.62704331775146	1.15240838453121	0.319602568068903	-1.64564909423916	0.00610579036452308	0.993894209635477
"Transcript_101899.0"	0.861018961910665	1.63969137473371	0.0823465490876208	0.055978075961346	-4.15899428930062	0.00667882387808694	0.993321176121913
"Transcript_101908.0"	0.908201102723662	1.72669209977993	0.0897101056673916	0.0574138073640264	-4.12245845949096	0.0376638607154698	0.96233613928453
"Transcript_101917.0"	1.00348918999145	1.78257642187226	0.224401958110641	0.130762602503619	-2.93497809913558	0.0345446181330414	0.965455381866959
"Transcript_101924.0"	0.682921856614779	1.31368939185994	0.0521543213696194	0.04695536713661	-4.41256611818274	0.00244137682736711	0.997558623172633
"Transcript_101945.0"	1.5465188643277	0.531076151781449	2.56196157687395	4.75341884576871	2.24896552978884	0.00463628240618597	0.995363717593814
"Transcript_101961.0"	2.72820570525213	4.92240500988092	0.53400640062333	0.110292321805192	-3.18059573622593	0.0209399452937886	0.979060054706211
"Transcript_101980.0"	5.51052271164368	0.103788474442889	10.9172569488445	96.0313160216318	6.58543304344768	2.68456016183638e-06	0.999997315439838
"Transcript_101993.0"	5.19627567804649	9.23848414295253	1.15406721314044	0.125865730550825	-2.99004256079254	0.00495288786947556	0.995047112130524
"Transcript_101995.0"	2.45949662050728	4.53430416996774	0.384689071046813	0.086853576759941	-3.52527092728032	0.0158719213780159	0.984128078621984
"Transcript_102022.0"	1.09184044793673	0.425556848012656	1.7581240478608	4.05945643129785	2.02128656081641	0.0252620862916082	0.974737913708392
"Transcript_102028.0"	23.6942705945451	32.0749197213025	15.3136214677878	0.477595755292283	-1.06613808040773	0.00022385478772069	0.999776145212279
"Transcript_102029.0"	3.0430996878307	4.93621411236172	1.14998526329969	0.2345198240409	-2.0922182154871	0.0251196827679555	0.974880317232044
"Transcript_102041.0"	3.89546214509671	1.82444546668561	5.9664788235078	3.25792122581098	1.70395172095803	0.00886721637000609	0.991132783629994
"Transcript_102042.0"	1.58271585810057	3.01897032193906	0.14646139426209	0.0516549776433358	-4.27494881115212	0.000114282814850486	0.99988571718515
"Transcript_102049.0"	2.13119981551185	0.567763364694671	3.69463626632902	6.4120304136743	2.68078126852943	4.30382477545344e-07	0.999999569617522
"Transcript_102071.0"	3.52099684763713	2.66155183595403	4.38044185932024	1.64340508023584	0.716688131667599	0.00470396072135371	0.995296039278646
"Transcript_102081.0"	0.38101229589298	0.72085131724215	0.0411732745438104	0.0700187210948891	-3.83611547886394	0.0295064168753096	0.97049358312469
"Transcript_102088.0"	1.51654396709556	2.27285634024508	0.760231593946044	0.337398188562033	-1.56747586684454	0.0476397649636092	0.952360235036391
"Transcript_102089.0"	3.8414205191536	6.48647438375301	1.19636665455418	0.185695591684495	-2.42898852802764	0.00123075841799269	0.998769241582007
"Transcript_102090.0"	0.708602728841975	0.182007221369637	1.23519823631431	6.48516356537006	2.69714296182816	0.0161243747968167	0.983875625203183
"Transcript_102119.0"	6.95299140569814	4.46315360791107	9.44282920348522	2.11323599233598	1.07945388698968	0.000937392135891502	0.999062607864108
"Transcript_102120.0"	5.31159908015134	1.35548266056122	9.26771549974146	6.79445866850352	2.76435861245318	0.000340540595740069	0.99965945940426
"Transcript_102140.0"	1.78110965411063	0.203356781651768	3.3588625265695	15.7898075725008	3.98092168433185	1.4062718402319e-05	0.999985937281598
"Transcript_102149.0"	2.12010144090721	0.203356781651768	4.03684610016265	18.9675063001641	4.24545811180904	2.72626265240827e-06	0.999997273737348
"Transcript_102155.0"	2.23491590253462	3.96912695536266	0.500704849706578	0.128345955139305	-2.96189026521804	3.83367117081646e-05	0.999961663288292
"Transcript_102158.0"	0.679048554873142	1.14422770778328	0.213869401963005	0.193956010978936	-2.36619860710713	0.00801735728244124	0.991982642717559
