"baseMean"	"baseMeanA"	"baseMeanB"	"FoldChange"	"logFC"	"PValue"	"FDR"
"Transcript_105398.0"	1.96932224354533	0	3.93864448709065	0.0466288300437685	-4.4226339580645	0.0383036044245688	0.723352054389152
"Transcript_105564.0"	0.517286347447079	0	1.03457269489416	0.0843305761041903	-3.56780037953288	0.00838312801383879	0.694989193285707
"Transcript_105674.0"	3.3335014735014	6.40774025179126	0.25926269521155	9.3557300261097	3.22585023112041	0.0211875770412637	0.723352054389152
"Transcript_105757.0"	12.2773909275257	0	24.5547818550514	0.00658147456339596	-7.24737343216544	0.00194685064370201	0.61828840085704
"Transcript_105809.0"	100.261232238906	5.89042436456643	194.632040113245	0.0222072448893291	-5.49282577172346	0.0211287923838099	0.723352054389152
"Transcript_105907.0"	1.12480542203682	0	2.24961084407364	0.0283544908259114	-5.14027894035055	0.0213854314846135	0.723352054389152
"Transcript_105974.0"	13.1524729057416	0	26.3049458114833	0.00931904407139655	-6.74560231091843	0.00455783349209326	0.666852152596639
"Transcript_106076.0"	10.9250249816154	3.04174765207299	18.8083023111578	0.0473572992425939	-4.40026938246534	0.0157145731224713	0.723352054389152
"Transcript_106169.0"	8.64663088582625	1.3298030428951	15.9634587287574	0.0535989402720048	-4.22165171296177	0.0294823660151128	0.723352054389152
"Transcript_106355.0"	9.01109634452295	6.61403764441627	11.4081550446296	0.123541117249565	-3.01693681194791	0.0459915424714666	0.723352054389152
"Transcript_10670.0"	312.342270382584	25.5793989200591	599.10514184511	0.0509105018236864	-4.29589290348991	0.00459300785356816	0.666852152596639
"Transcript_106764.0"	2.23976406724895	0.231316823686367	4.24821131081153	0.0779727048255646	-3.68088700816452	0.0463060853991878	0.723352054389152
"Transcript_107015.0"	10.1203925427957	2.40306345502407	17.8377216305674	0.0650864286132881	-3.94149943614488	0.0199369929807315	0.723352054389152
"Transcript_107628.0"	1.58925786639671	0	3.17851573279341	0.044784000119377	-4.48087279390559	0.0348984371924323	0.723352054389152
"Transcript_107698.0"	3.0517666546433	0	6.10353330928659	0.0421563312671297	-4.56810687054681	0.00975010086401644	0.709724467428726
"Transcript_107709.0"	1.59929963652198	0	3.19859927304395	0.0408355390798442	-4.61403091657806	0.0118315890119118	0.71795751365452
"Transcript_108071.0"	4.58033198503861	0	9.16066397007722	0.0284198525290253	-5.13695712133745	0.0190410465568518	0.723352054389152
"Transcript_108165.0"	8.45337354120078	0.433954302092149	16.4727927803094	0.0458307957991193	-4.44753885310297	0.01763428186413	0.723352054389152
"Transcript_108201.0"	1.53320457727458	0	3.06640915454916	0.0241935841923097	-5.3692316745525	0.0160065673356302	0.723352054389152
"Transcript_108231.0"	3.40625333080577	0	6.81250666161155	0.0120356498981912	-6.37654214355161	0.0139466562061085	0.722400749426229
"Transcript_108669.0"	5.16095962400816	0	10.3219192480163	0.00346632239080944	-8.17237844378428	0.000621720864913127	0.568472785411864
"Transcript_108726.0"	10.7201033962422	0	21.4402067924843	0.0126503345819475	-6.30468064727941	0.00624639952539234	0.667499310621569
"Transcript_108855.0"	0.542732586041076	0	1.08546517208215	0.0318036182815714	-4.97466528024228	0.0229233454193887	0.723352054389152
"Transcript_10886.0"	301.084951281282	0.0812871807385946	602.088615381825	0.00106689199188413	-9.87237015410456	0.000108375462449977	0.49981541087893
"Transcript_109141.0"	15.2987161402621	4.22936052323744	26.3680717572867	0.081205811958163	-3.62227320395102	0.0248150019795682	0.723352054389152
"Transcript_109325.0"	4.19654024801806	0	8.39308049603612	0.0117601428582547	-6.40995060412054	0.0133987843428498	0.722400749426229
"Transcript_109570.0"	1.09858177423697	0	2.19716354847394	0.0663217100687265	-3.9143749833653	0.0462134283948139	0.723352054389152
"Transcript_110405.0"	3.1561567487649	0.544632738541793	5.767680758988	0.0375027468150653	-4.73685992293034	0.017479751520272	0.723352054389152
"Transcript_110467.0"	5.68856820246236	11.2185529777475	0.158583427177172	29.270766444495	4.87138861757954	0.0102938683003874	0.710047085209127
"Transcript_110768.0"	0.955268898426631	1.91053779685326	0	6.15683275635463	2.6221883798483	0.0480545196026383	0.723352054389152
"Transcript_110803.0"	107.405826648005	1.54630965196808	213.265343644042	0.0450364117566143	-4.47276430345692	0.0414377855240645	0.723352054389152
"Transcript_110914.0"	8.55441883279921	0	17.1088376655984	0.0118648402049402	-6.3971635192549	0.00272383937330281	0.666852152596639
"Transcript_110955.0"	44.7668828252754	7.7212552662796	81.8125103842712	0.197029972939551	-2.3435129803223	0.042913917397198	0.723352054389152
"Transcript_11125.0"	369.925590185373	638.772909586705	101.078270784041	6.18850378351239	2.62959064610674	0.0367358050134958	0.723352054389152
"Transcript_111324.0"	33.5388944339958	0.462633647372733	66.6151552206189	0.0180988608801862	-5.78795729104205	0.0118393568589681	0.71795751365452
"Transcript_111396.0"	8.32240648237437	0	16.6448129647487	0.0174013039141035	-5.84466077565877	0.0107221963632965	0.710047085209127
"Transcript_111506.0"	9.38753104981268	4.35706190833434	14.418000191291	0.0890116070226423	-3.48986271546909	0.0473877362308046	0.723352054389152
"Transcript_11184.0"	39.271314286634	11.9351894788569	66.607439094411	0.143379792106791	-2.80208638940883	0.0275847125322111	0.723352054389152
"Transcript_111847.0"	24.4870941176541	0.115312135296635	48.8588761000115	0.0192405780802974	-5.69970404445837	0.00928455632052144	0.705917568690687
"Transcript_11198.0"	263.103742065926	41.9441653345146	484.263318797338	0.0723874890715526	-3.78811581586551	0.00483731962615989	0.666852152596639
"Transcript_112024.0"	3.55655355828627	0	7.11310711657255	0.0327319140987296	-4.93315821892273	0.0210764916649405	0.723352054389152
"Transcript_112686.0"	2.77643736973444	0	5.55287473946889	0.0295870030511081	-5.07889262038975	0.0439791962459574	0.723352054389152
"Transcript_112853.0"	45.9870971490426	80.4920961958722	11.482098102213	14.5875931753756	3.86666996577958	0.0229260353624396	0.723352054389152
"Transcript_112868.0"	23.311782547271	5.66216770047861	40.9613973940634	0.0208979993468372	-5.58049135610744	0.00185577354055927	0.61828840085704
"Transcript_11295.0"	334.148927068747	0.638596995925503	667.659257141569	0.0014488863335095	-9.4308398661057	0.00113016400802194	0.607279087121017
"Transcript_112992.0"	0.461248541186541	0	0.922497082373082	0.0288843636584615	-5.11356747826769	0.042847083613636	0.723352054389152
"Transcript_113250.0"	33.4903754726528	1.46630543820616	65.5144455070994	0.0268456066712332	-5.2191701817215	0.0184638249988573	0.723352054389152
"Transcript_113398.0"	4.11757182838267	7.77251000939261	0.462633647372733	16.6698416268095	4.05916849283485	0.00635825086963492	0.667499310621569
"Transcript_11365.0"	150.573838600653	15.9178641732371	285.229813028069	0.0428763521035536	-4.54367402245816	0.00328690228165183	0.666852152596639
"Transcript_113723.0"	18.6214054267466	5.09238842623292	32.1504224272603	0.129002634865686	-2.95452756203854	0.0380352577151091	0.723352054389152
"Transcript_113831.0"	21.2907520180016	0.943118306440408	41.6383857295629	0.0376457542720391	-4.73136902437472	0.00753024271035046	0.682459535996834
"Transcript_11393.0"	246.610040927492	40.3850924124342	452.834989442551	0.126906759244827	-2.9781591835547	0.00890919566469183	0.69986150716122
"Transcript_114007.0"	43.2452190691877	16.4491343951065	70.0413037432689	0.156070630074972	-2.67972902350224	0.0360496345747497	0.723352054389152
"Transcript_114301.0"	9.25479123244815	0	18.5095824648963	0.00922940468466598	-6.7595466905482	0.00865327422165113	0.698711257258561
"Transcript_114504.0"	67.6531447234464	0.122188546675325	135.184100900217	0.0176254593653818	-5.82619533138261	0.020026138796664	0.723352054389152
"Transcript_114534.0"	4.8796979628117	0	9.7593959256234	0.0233342528001539	-5.42140691912026	0.0324203154376441	0.723352054389152
"Transcript_114579.0"	16.9364553408868	3.45345169905768	30.4194589827159	0.114583274160028	-3.12553162712289	0.0206602094726385	0.723352054389152
"Transcript_11468.0"	161.421340817884	2.68090722761165	320.161774408156	0.0344538539814829	-4.85919081906617	0.00230876517955435	0.65047238967425
"Transcript_115015.3"	1.02076465873805	0	2.04152931747611	0.0522115648127988	-4.25948679198078	0.0465408091208837	0.723352054389152
"Transcript_115225.0"	9.77754792159888	1.28143263218513	18.2736632110126	0.0691685838438889	-3.85373927075755	0.0496873005962674	0.723352054389152
"Transcript_115297.0"	16.4510731969998	0	32.9021463939996	0.00296846776989341	-8.39606583551622	0.000554956655872715	0.568472785411864
"Transcript_115355.0"	23.0363192698565	3.77996226935415	42.2926762703588	0.0395447689676825	-4.66036932398969	0.0234486934167845	0.723352054389152
"Transcript_11552.0"	160.770532258311	1.62437128760244	319.91669322902	0.00618891929595696	-7.33609677546202	0.00058362525297878	0.568472785411864
"Transcript_115609.0"	2.24393985472306	0	4.48787970944612	0.056725215704718	-4.13986599983859	0.0418797036691474	0.723352054389152
"Transcript_11580.0"	338.815771747694	91.9176386114995	585.713904883889	0.117163463044228	-3.09340535365119	0.017758795867531	0.723352054389152
"Transcript_116005.0"	8.03391395119714	0	16.0678279023943	0.0165036151767088	-5.92107410310847	0.00507171474605153	0.666852152596639
"Transcript_11602.0"	260.272505988205	61.6745757122448	458.870436264166	0.190567293685578	-2.39162755846479	0.0325076996874119	0.723352054389152
"Transcript_116200.0"	46.5353963231411	35.2814831589268	57.7893094873554	0.273050314397334	-1.87276127691711	0.0369038862955439	0.723352054389152
"Transcript_116363.0"	12.9804739671022	0	25.9609479342045	0.0106938549201037	-6.54707418034624	0.00195566691042631	0.61828840085704
"Transcript_11646.0"	169.113307347017	24.8939805364359	313.332634157598	0.0895622490768341	-3.48096543233841	0.0149966148399142	0.723352054389152
"Transcript_1165.0"	3124.55892831564	2.24988148595913	6246.86797514533	0.000542192724008073	-10.8489066265876	0.00133629077436369	0.61828840085704
"Transcript_116851.0"	261.21369889057	32.5143902558162	489.913007525324	0.107432422543428	-3.21849863803001	0.0194033502974683	0.723352054389152
"Transcript_11692.0"	272.591761331971	5.58129280246508	539.602229861478	0.0101010167535491	-6.629355669919	0.00646164141595365	0.667499310621569
"Transcript_11701.0"	90.6674610204421	0.486607618686539	180.848314422198	0.0194267986118842	-5.68580801439418	0.0244210040353328	0.723352054389152
"Transcript_11716.0"	90.5947113748954	10.8850645647369	170.304358185054	0.0960316898740756	-3.38034562477553	0.010895585291622	0.710047085209127
"Transcript_117213.0"	0.955699263636392	0	1.91139852727278	0.0424156279747386	-4.5592602682044	0.0305570473463316	0.723352054389152
"Transcript_11735.0"	66.2648069242042	24.1957689847867	108.333844863622	0.168837231238167	-2.56629501904178	0.026758879315484	0.723352054389152
"Transcript_117376.0"	92.9127142750592	0	185.825428550118	0.00346521133423062	-8.17284094339655	0.000691658138822677	0.568472785411864
"Transcript_117725.0"	8.35855074738596	0.207561843533943	16.509539651238	0.0236733984333411	-5.40058936283219	0.0248352199857217	0.723352054389152
"Transcript_117748.0"	20.3358807874671	1.29688673838078	39.3748748365535	0.0432290568315162	-4.53185482981521	0.0184998453718013	0.723352054389152
"Transcript_117759.0"	11.2690480467583	1.38389959634723	21.1541964971694	0.132214849519869	-2.91904387473189	0.048383886395889	0.723352054389152
"Transcript_11780.0"	97.6612549048078	41.6446622176196	153.677847591996	0.0949280699922304	-3.39702143813792	0.0194193587726726	0.723352054389152
"Transcript_118025.0"	79.3082204322562	5.41376130601244	153.2026795585	0.0598744159681347	-4.06191651130979	0.00268341040539808	0.666852152596639
"Transcript_118062.0"	43.7784441606092	3.66300453588495	83.8938837853334	0.0694873258250242	-3.84710632901529	0.0343698624321485	0.723352054389152
"Transcript_11834.0"	79.2715687750475	12.0460209633113	146.497116586784	0.133140646736076	-2.90897701355211	0.0108847572581992	0.710047085209127
"Transcript_118523.0"	2.05293878335355	0	4.1058775667071	0.00698194631465343	-7.16215502085092	0.00286047473581803	0.666852152596639
"Transcript_11892.0"	124.458592025406	24.9406480562874	223.976535994525	0.119410491144184	-3.06599850069017	0.0307593148758569	0.723352054389152
"Transcript_118922.0"	15.9695522174569	0.686032964630052	31.2530714702837	0.0699539007614071	-3.83745168274593	0.0216364689983848	0.723352054389152
"Transcript_118931.0"	63.8248369401982	0.231316823686367	127.41835705671	0.00478582843479892	-7.70701560544161	0.00287287661748591	0.666852152596639
"Transcript_119127.0"	68.72283990145	0	137.4456798029	0.00184116295846784	-9.08516696163045	0.000293753642714492	0.49981541087893
"Transcript_119201.0"	12.587120796222	0.796850760868511	24.3773908315755	0.140374593174114	-2.83264625339444	0.0394240484605522	0.723352054389152
"Transcript_119381.0"	32.8785833960107	0.886294573170787	64.8708722188506	0.0111615130188534	-6.48532358224548	0.00260945557935614	0.661988380352504
"Transcript_119456.0"	52.0645483412943	91.4240508319147	12.705045850674	12.6400416915568	3.65992931695484	0.0143410781471349	0.722853337961222
"Transcript_119534.0"	42.0990936556535	4.83643450808853	79.3617528032184	0.0657875544365076	-3.92604150628511	0.0096023051783674	0.709724467428726
"Transcript_120119.0"	37.0557985532975	0.880126981935086	73.2314701246599	0.0201406498186835	-5.63374595851204	0.00964504231630609	0.709724467428726
"Transcript_120254.0"	36.7441331585222	0.462633647372733	73.0256326696717	0.017223733481103	-5.85945828915055	0.0179559224492586	0.723352054389152
"Transcript_120626.0"	18.6101881241793	0	37.2203762483586	0.00527178302879882	-7.56749329021093	0.00187464650117481	0.61828840085704
"Transcript_120839.0"	2.5925813643394	0	5.18516272867881	0.0335005144098095	-4.89967294104661	0.0215685130275101	0.723352054389152
