Name	Classification	Specific_Tissue	Sex_Expression	Diff_Sex	log2_FC	Involved_in_Maturation	Involved_in_Growth
Transcript_64519.0	Others					False	False
Transcript_23296.0	Others				0.8768056927101596	False	False
Transcript_256053.0	Tissue Specific	Gonad	Female			False	True
Transcript_47780.0	Others					False	False
Transcript_153173.0	Others					False	False
Transcript_153158.0	Others				1.0634962292925552	False	False
Transcript_140563.0	Tissue Specific	Brain				False	False
Transcript_52450.0	Tissue Specific	Gonad	Female			False	False
Transcript_23949.0	Tissue Specific	Lung	Female			False	True
Transcript_75444.0	Others					False	False
Transcript_153155.0	Others					False	False
Transcript_54941.0	Others					False	True
Transcript_251878.0	Others					False	False
Transcript_66555.0	Tissue Specific	Lung	Male			False	False
Transcript_249769.0	Others					False	False
Transcript_176845.0	Others					False	False
Transcript_153151.0	Others					False	False
Transcript_191545.0	Others					False	False
Transcript_153148.0	Tissue Specific	Gonad	Male			False	False
Transcript_260196.0	Others					False	True
Transcript_201843.0	Others				0.19047034209733812	False	False
Transcript_43376.0	Others				1.337093022370143	False	False
Transcript_159258.0	Tissue Specific	Gonad	Female			False	True
Transcript_290755.0	Others				0.8851207039764288	False	False
Transcript_182507.0	Others					False	True
Transcript_260099.0	Tissue Specific	Brain	Male			False	False
Transcript_231265.0	Others					False	False
Transcript_66318.0	Others			Male	inf	False	False
Transcript_49999.0	Tissue Specific	Skin	Female			False	False
Transcript_274486.0	Others				0.4865437160724225	False	False
Transcript_203342.0	Others				0.9314528412030364	False	False
Transcript_272376.0	Others					False	False
Transcript_56571.0	Tissue Specific	Brain	Female			False	False
Transcript_143020.0	Others				1.0028420524835508	False	False
Transcript_177261.0	Others				0.47039519647336736	False	False
Transcript_154918.0	Tissue Specific	Brain	Female			False	False
Transcript_237333.0	Tissue Specific	Kidney	Female			False	False
Transcript_131449.0	Others				0.2602046923972539	False	False
Transcript_50315.0	Tissue Specific	Muscle				False	False
Transcript_112024.0	Others					False	True
Transcript_68186.0	Tissue Specific	Brain	Male			False	False
Transcript_16282.0	Others				0.015933312955507692	False	False
Transcript_39546.0	Others				0.8738264700125978	False	False
Transcript_264807.0	Tissue Specific	Gonad	Male			False	False
Transcript_101940.0	Others					False	False
Transcript_233162.0	Others				1.6423411276233373	False	False
Transcript_153088.0	Tissue Specific	Lung	Male			False	False
Transcript_183719.0	Others					False	False
Transcript_18078.0	Others				0.6026395197254226	False	False
Transcript_36016.0	Tissue Specific	Gonad				False	False
Transcript_153087.0	Others					False	False
Transcript_91554.0	Others					False	True
Transcript_21431.0	Others					False	False
Transcript_148182.0	Tissue Specific	Kidney	Male			False	False
Transcript_236628.0	Others				0.7848381988704579	False	False
Transcript_142812.0	Tissue Specific	Kidney				False	False
Transcript_237948.0	Others					False	False
Transcript_56213.0	Tissue Specific	Gonad	Female			False	True
Transcript_259828.0	Others					False	False
Transcript_100188.0	Others					False	False
Transcript_217028.0	Others				0.02046232154232562	False	False
Transcript_20855.0	Others				1.24540398959721	False	False
Transcript_139095.0	Others				1.231675722329666	False	False
Transcript_272981.0	Others					False	False
Transcript_255535.0	Others				0.04403638635562479	False	False
Transcript_154548.0	Others					False	False
Transcript_40862.0	Others					False	True
Transcript_51929.0	Tissue Specific	Gonad	Female			False	True
Transcript_153033.0	Others				0.26234518213094987	False	False
Transcript_271644.0	Tissue Specific	Gonad	Female			False	True
Transcript_161383.0	Tissue Specific	Kidney	Female			False	True
Transcript_271762.0	Tissue Specific	Gonad	Female			False	True
Transcript_150875.0	Tissue Specific	Skin	Male			False	False
Transcript_251975.0	Tissue Specific	Brain	Female			False	False
Transcript_71564.0	Others					False	False
Transcript_243588.0	Others				0.15369592123268208	False	True
Transcript_152890.0	Tissue Specific	Gonad	Female			False	True
Transcript_217079.0	Others				1.0052004653299866	False	False
Transcript_15178.0	Others				0.2236278619771413	False	False
Transcript_148818.0	Others					False	True
Transcript_90943.0	Others					False	False
Transcript_26300.0	Tissue Specific	Brain				False	False
Transcript_61728.0	Others					False	False
Transcript_244251.0	Tissue Specific	Brain	Female			False	False
Transcript_209249.0	Others				0.36056127142570393	False	False
Transcript_265960.0	Others					False	False
Transcript_152863.0	Others					False	True
Transcript_265892.0	Tissue Specific	Lung				False	False
Transcript_139775.0	Others				1.010669778152807	False	False
Transcript_287454.0	Tissue Specific	Muscle				False	True
Transcript_234919.0	Others				0.5605215923793525	False	False
Transcript_47024.0	Others					False	False
Transcript_260906.0	Others					False	False
Transcript_50294.0	Tissue Specific	Skin	Male			False	False
Transcript_152800.0	Others					False	False
Transcript_246498.0	Tissue Specific	Brain	Male			False	False
Transcript_51519.0	Tissue Specific	Skin	Male			False	False
Transcript_166493.0	Others					False	False
Transcript_160345.0	Tissue Specific	Brain	Female			False	True
Transcript_152769.0	Others					False	False
Transcript_209351.0	Others				0.3273749965358842	False	False
Transcript_75084.0	Others			Male	inf	False	False
Transcript_152739.0	Others					False	False
Transcript_93696.0	Tissue Specific	Gonad	Female			False	True
Transcript_44021.0	Others				0.8136861611510148	False	False
Transcript_248540.0	Tissue Specific	Gonad	Female			False	True
Transcript_228276.0	Others				0.5426201754036974	False	False
Transcript_72936.0	Others					False	False
Transcript_154299.0	Others					False	False
Transcript_244966.0	Others					False	True
Transcript_15270.0	Others				0.10616934413347279	False	False
Transcript_49469.0	Others					False	False
Transcript_244933.0	Others					False	True
Transcript_152656.0	Tissue Specific	Gonad				False	False
Transcript_25543.0	Tissue Specific	Liver	Male			False	False
Transcript_75403.0	Others					False	False
Transcript_14946.0	Others				0.7645323136740892	False	False
Transcript_221219.0	Tissue Specific	Gonad	Male		2.3833145296771088	False	False
Transcript_110146.0	Others					False	False
Transcript_19330.0	Others				0.21455971827452142	False	False
Transcript_152613.0	Others					False	False
Transcript_84982.0	Tissue Specific	Brain	Female			False	False
Transcript_270142.0	Others					False	False
Transcript_142180.0	Others				0.2803886004228325	False	False
Transcript_152608.0	Others					False	True
Transcript_31272.0	Tissue Specific	Skin	Female			False	False
Transcript_64837.0	Others				0.4634113299048507	False	False
Transcript_149127.0	Others				0.008428895261813124	False	False
Transcript_17364.0	Tissue Specific	Kidney				False	False
Transcript_146859.1	Tissue Specific	Brain	Male			False	False
Transcript_265236.0	Tissue Specific	Brain	Male			False	False
Transcript_30124.0	Others					False	False
Transcript_152565.0	Others					False	False
Transcript_152558.0	Others					False	False
Transcript_169521.0	Others					False	False
Transcript_29651.0	Tissue Specific	Brain	Female			False	False
Transcript_91081.0	Others					False	False
Transcript_243750.0	Tissue Specific	Kidney				False	False
Transcript_100734.0	Others					False	False
Transcript_49447.0	Tissue Specific	Skin	Female			False	False
Transcript_25754.0	Others					False	False
Transcript_234548.0	Others					False	True
Transcript_229007.0	Others				0.44862339761522624	False	False
Transcript_21491.0	Tissue Specific	Skin	Female			False	False
Transcript_152540.0	Others					False	False
Transcript_234978.0	Tissue Specific	Brain	Male			False	True
Transcript_85235.0	Others					False	True
Transcript_10816.0	Tissue Specific	Liver	Male			False	False
Transcript_36540.0	Others				0.07016208242845548	False	False
Transcript_192229.0	Tissue Specific	Brain				False	False
Transcript_152455.0	Others				0.5280069135190413	False	False
Transcript_277745.0	Others				0.03667684727772786	False	False
Transcript_13782.0	Others				0.5233941416966656	False	False
Transcript_66061.0	Others				0.6067624912203536	False	False
Transcript_91894.0	Others				0.15979908191742984	False	False
Transcript_162878.0	Tissue Specific	Brain				False	False
Transcript_40013.0	Tissue Specific	Brain	Male			False	False
Transcript_84277.0	Tissue Specific	Gonad	Female			False	True
Transcript_260224.0	Others					False	False
Transcript_147749.0	Others					False	False
Transcript_153429.0	Tissue Specific	Gonad	Female			False	True
Transcript_248001.0	Others					False	False
Transcript_232641.0	Others					False	True
Transcript_18517.0	Others				0.008903880207924176	False	False
Transcript_20013.0	Tissue Specific	Brain	Female			False	False
Transcript_156913.0	Others					False	False
Transcript_250077.0	Tissue Specific	Gonad	Female			False	True
Transcript_62915.0	Others					False	False
Transcript_83532.0	Tissue Specific	Brain				False	False
Transcript_91743.0	Others					False	False
Transcript_90447.0	Tissue Specific	Brain	Male			False	False
Transcript_159236.0	Tissue Specific	Gonad	Female			False	True
Transcript_152428.0	Others					False	False
Transcript_155993.0	Tissue Specific	Brain	Male			False	True
Transcript_156811.0	Others					False	False
Transcript_251239.0	Others					False	False
Transcript_65945.0	Others					False	False
Transcript_253692.0	Others					False	False
Transcript_59879.0	Others					False	False
Transcript_54233.0	Others					False	False
Transcript_152424.0	Tissue Specific	Skin	Female			False	False
Transcript_76648.0	Tissue Specific	Brain				False	False
Transcript_261271.0	Others					False	False
Transcript_152410.0	Others					False	False
Transcript_101475.0	Others					False	False
Transcript_60398.0	Others					False	False
Transcript_164021.0	Tissue Specific	Gonad	Female			False	True
Transcript_196901.0	Others					False	False
Transcript_205444.0	Tissue Specific	Muscle				False	False
Transcript_152293.0	Others					False	False
Transcript_269941.0	Others				2.37287949190995	False	False
Transcript_247109.0	Others					False	False
Transcript_33652.0	Others					False	False
Transcript_92155.0	Others					False	False
Transcript_254466.0	Others				0.7081139175068247	False	False
Transcript_223290.0	Others				0.0314577381394758	False	False
Transcript_15224.0	Others				0.9052600735087187	False	False
Transcript_163322.0	Others					False	False
Transcript_40945.0	Tissue Specific	Skin	Male	Male	4.744060631602383	False	False
Transcript_250201.0	Tissue Specific	Skin	Male	Male	2.833013296868763	False	False
Transcript_101145.0	Others					False	True
Transcript_104533.0	Others				0.8127655156050275	False	False
Transcript_127953.0	Others				0.4186236202458166	False	False
Transcript_5925.0	Others					False	False
Transcript_95103.0	Others					False	True
Transcript_25837.0	Others					False	False
Transcript_120094.0	Others				0.03447354745722472	False	False
Transcript_16995.0	Others					False	False
Transcript_88179.0	Others					False	False
Transcript_89268.0	Tissue Specific	Skin	Male		1.858487396792927	False	False
Transcript_220598.0	Expressed in All				0.3850537599975354	False	True
Transcript_101894.0	Others					False	False
Transcript_13736.0	Others				1.264031685499373	False	False
Transcript_259887.0	Tissue Specific	Brain	Female			False	False
Transcript_241938.0	Others					False	False
Transcript_139377.0	Others				0.8559091325721812	False	True
Transcript_152063.0	Tissue Specific	Gonad	Female			False	True
Transcript_236976.0	Others					False	False
Transcript_64641.0	Others				0.34647161771097057	False	False
Transcript_91100.0	Tissue Specific	Brain	Male			False	True
Transcript_239115.0	Others				0.14853438138473726	False	False
Transcript_29526.0	Others					False	False
Transcript_232162.0	Tissue Specific	Gonad	Female			False	True
Transcript_264200.0	Others				1.5596904943722105	False	False
Transcript_60378.0	Tissue Specific	Brain	Female			False	False
Transcript_10656.0	Expressed in All				0.543597223760786	False	False
Transcript_21351.0	Tissue Specific	Brain				False	False
Transcript_89559.0	Tissue Specific	Gonad	Female			False	True
Transcript_151938.0	Tissue Specific	Brain				False	False
Transcript_233268.0	Others					False	False
Transcript_267261.0	Others					False	False
Transcript_185215.0	Others					False	False
Transcript_151932.0	Tissue Specific	Gonad	Male			False	False
Transcript_98548.0	Tissue Specific	Brain				False	False
Transcript_142017.0	Others				1.0658216596861658	False	False
Transcript_34744.0	Others					False	True
Transcript_151918.0	Tissue Specific	Brain	Male			False	False
Transcript_92381.0	Tissue Specific	Gonad				False	False
Transcript_257810.0	Others				1.3863010280496537	False	False
Transcript_102418.0	Others					False	False
Transcript_25751.0	Others				1.0153907447049004	False	False
Transcript_140240.0	Others					False	False
Transcript_256820.0	Tissue Specific	Kidney	Male			False	False
Transcript_261530.0	Others					False	False
Transcript_150449.0	Others					False	False
Transcript_169969.0	Others				1.655713794029817	False	False
Transcript_73246.0	Others					False	False
Transcript_173595.0	Others					False	False
Transcript_158379.0	Others					False	False
Transcript_193603.0	Tissue Specific	Gonad	Female			False	True
Transcript_15381.0	Others				0.15131441777980595	False	False
Transcript_15183.0	Others				0.23379422252764534	False	False
Transcript_151824.0	Tissue Specific	Brain	Female			False	False
Transcript_85124.0	Others					False	False
Transcript_243406.0	Tissue Specific	Skin	Female			False	False
Transcript_155906.0	Others					False	False
Transcript_169055.0	Tissue Specific	Brain	Male			False	False
Transcript_13816.0	Others					False	False
Transcript_194046.0	Others				1.9913183283477511	False	False
Transcript_72947.0	Tissue Specific	Gonad	Female			False	True
Transcript_19815.0	Others				0.46669210908671027	False	True
Transcript_151801.0	Others				0.5866265848866867	False	False
Transcript_26951.0	Tissue Specific	Brain	Female			False	False
Transcript_251024.0	Tissue Specific	Gonad	Female			False	True
Transcript_198424.0	Others				0.38074220669703535	False	True
Transcript_274002.0	Others					False	False
Transcript_85655.0	Others					False	False
Transcript_225488.0	Others				0.716843258564706	False	False
Transcript_156126.0	Tissue Specific	Liver	Female			False	False
Transcript_192829.0	Others					False	True
Transcript_238664.0	Others					False	False
Transcript_38791.0	Tissue Specific	Brain	Male			False	False
Transcript_1231.0	Others				0.16798241341587036	False	False
Transcript_34662.0	Tissue Specific	Brain	Male			False	False
Transcript_151717.0	Others					False	False
Transcript_65476.0	Others					False	False
Transcript_156307.0	Tissue Specific	Skin	Male			False	False
Transcript_33621.0	Tissue Specific	Skin	Male		1.555539566978565	False	False
Transcript_260681.0	Tissue Specific	Gonad	Female			False	True
Transcript_241572.0	Others					False	False
Transcript_273481.0	Others				1.7544264650417385	False	False
Transcript_66304.0	Others				0.13540420187218433	False	False
Transcript_151674.0	Others				0.40360082998732183	False	False
Transcript_151666.0	Others				1.7496729507679116	False	True
Transcript_222889.0	Others				1.6425425069507809	False	False
Transcript_48953.0	Others					False	False
Transcript_155277.0	Others					False	False
Transcript_247854.0	Others				0.3594766221761338	False	False
Transcript_90517.0	Tissue Specific	Brain	Female			False	False
Transcript_254333.0	Tissue Specific	Gonad	Male	Male	2.8208541212723723	False	False
Transcript_51136.0	Others					False	False
Transcript_264573.0	Others					False	True
Transcript_266123.0	Tissue Specific	Gonad	Female			False	True
Transcript_102473.0	Others				1.105501352194544	False	False
Transcript_235258.0	Others					False	False
Transcript_270746.0	Tissue Specific	Gonad	Female			False	True
Transcript_151619.0	Tissue Specific	Skin	Male			False	False
Transcript_151610.0	Others					False	False
Transcript_151597.0	Others					False	False
Transcript_202225.0	Others				2.4146346899265136	False	False
Transcript_243731.0	Others					False	False
Transcript_15159.0	Tissue Specific	Brain	Male			False	False
Transcript_78035.0	Others					False	False
Transcript_274549.0	Tissue Specific	Brain	Female			False	False
Transcript_193963.0	Others					False	False
Transcript_58343.0	Others					False	False
Transcript_13485.0	Others				0.3736984867916612	False	False
Transcript_151528.0	Tissue Specific	Brain				False	False
Transcript_201062.0	Others				0.6058500777975652	False	False
Transcript_44254.0	Tissue Specific	Brain	Female			False	False
Transcript_17781.0	Others				0.6270403950180862	False	False
Transcript_61281.0	Others					False	False
Transcript_101254.0	Tissue Specific	Brain	Male			False	False
Transcript_140904.0	Tissue Specific	Lung	Male			False	False
Transcript_252699.0	Others					False	False
Transcript_230394.0	Others					False	False
Transcript_15891.0	Others				0.22121895178338	False	False
Transcript_228907.0	Others					False	False
Transcript_122848.0	Tissue Specific	Liver			0.23458927212497557	False	False
Transcript_159330.0	Others					False	False
Transcript_69966.0	Tissue Specific	Brain				False	False
Transcript_25402.0	Others					False	False
Transcript_151430.0	Tissue Specific	Brain				False	False
Transcript_257655.0	Others				0.9381308844647309	False	False
Transcript_53589.0	Others					False	False
Transcript_22598.0	Others				1.6624882979330817	False	False
Transcript_15142.0	Others				0.24296540523928775	False	False
Transcript_112857.0	Others					False	False
Transcript_84563.0	Others					False	False
Transcript_85342.0	Others					False	False
Transcript_151399.0	Others					False	False
Transcript_52366.0	Others					False	False
Transcript_74363.0	Tissue Specific	Brain	Male			False	False
Transcript_262274.0	Others					False	False
Transcript_233750.0	Others				0.44798143409206864	False	False
Transcript_151386.0	Others					False	False
Transcript_251775.0	Tissue Specific	Brain	Male			False	False
Transcript_17218.0	Others				1.009039795770387	False	False
Transcript_149108.0	Tissue Specific	Brain	Female			False	False
Transcript_248611.0	Tissue Specific	Brain	Female			False	False
Transcript_249961.0	Tissue Specific	Skin	Male			False	False
Transcript_151360.0	Others					False	False
Transcript_35672.0	Tissue Specific	Brain	Male			False	False
Transcript_199652.0	Others				0.13576918574571173	False	False
Transcript_151353.0	Tissue Specific	Lung				False	False
Transcript_260624.0	Others					False	True
Transcript_159016.0	Tissue Specific	Brain				False	False
Transcript_264964.0	Tissue Specific	Kidney				False	False
Transcript_151346.0	Tissue Specific	Brain	Male			False	False
Transcript_37933.0	Tissue Specific	Skin	Female			False	False
Transcript_229923.0	Others					False	False
Transcript_151322.0	Tissue Specific	Brain	Male			False	False
Transcript_260130.0	Others					False	True
Transcript_70329.0	Others				0.22464473496916032	False	False
Transcript_151317.0	Others					False	False
Transcript_151313.0	Others				1.4103265171971862	False	False
Transcript_151289.0	Others					False	False
Transcript_55979.0	Others					False	False
Transcript_230490.0	Tissue Specific	Brain				False	False
Transcript_156061.0	Tissue Specific	Brain				False	False
Transcript_22532.0	Tissue Specific	Brain				False	False
Transcript_260030.0	Tissue Specific	Heart				False	False
Transcript_15128.0	Others				0.45515404349469774	False	False
Transcript_245973.0	Others					False	True
Transcript_41110.0	Others				1.1850568733340299	False	False
Transcript_227748.0	Tissue Specific	Skin				False	True
Transcript_45091.0	Others				0.9606330534129435	False	False
Transcript_15125.0	Others				0.06994377178569922	False	False
Transcript_193177.0	Others					False	False
Transcript_268897.0	Others					False	False
Transcript_245534.0	Tissue Specific	Gonad	Female			False	True
Transcript_92358.0	Others				0.6223312100757737	False	False
Transcript_76907.0	Tissue Specific	Gonad	Female			False	True
Transcript_15995.0	Others				0.1432180704265738	False	False
Transcript_269568.0	Others					False	False
Transcript_153883.0	Tissue Specific	Gonad	Female			False	True
Transcript_42277.0	Others					False	False
Transcript_15123.0	Tissue Specific	Brain	Male			False	False
Transcript_29363.0	Others					False	False
Transcript_34139.0	Not Expressed					False	False
Transcript_37890.0	Others					False	False
Transcript_102746.0	Others					False	False
Transcript_28972.0	Others					False	False
Transcript_151219.0	Others					False	False
Transcript_267583.0	Others				0.7089737260286046	False	False
Transcript_89831.0	Others					False	False
Transcript_232299.0	Others					False	False
Transcript_142396.0	Others			Male	inf	False	False
Transcript_73841.0	Others					False	True
Transcript_233386.0	Others					False	False
Transcript_151190.0	Others					False	False
Transcript_265989.0	Others					False	False
Transcript_247685.0	Others					False	False
Transcript_245536.0	Tissue Specific	Brain				False	False
Transcript_44247.0	Others				0.31040455856394183	False	False
Transcript_102042.0	Others					False	False
Transcript_20956.0	Others				0.19980843156729827	False	False
Transcript_235379.0	Others					False	False
Transcript_228994.0	Others					False	False
Transcript_25719.0	Tissue Specific	Skin	Male		1.0716184523876728	False	False
Transcript_101558.0	Tissue Specific	Skin	Male	Male	inf	False	False
Transcript_17187.0	Others				0.3989640278161056	False	False
Transcript_222598.0	Others				0.8667130723552124	False	False
Transcript_275710.0	Tissue Specific	Brain	Male			False	True
Transcript_22122.0	Others				0.9069548125112306	False	False
Transcript_146580.0	Others					False	False
Transcript_83489.0	Others					False	False
Transcript_222676.0	Others				0.874446061299077	False	False
Transcript_208409.0	Others				0.18559544626902302	False	False
Transcript_253927.0	Others					False	False
Transcript_78257.0	Others					False	False
Transcript_269468.0	Others				0.5788011348787225	False	False
Transcript_102096.0	Tissue Specific	Liver	Female	Female	4.747341784438319	False	False
Transcript_101784.0	Others				0.40382417946314597	False	False
Transcript_55451.0	Others					False	False
Transcript_20953.0	Others					False	False
Transcript_219791.0	Others				0.471470373903067	False	False
Transcript_36414.0	Others					False	False
Transcript_65738.0	Others					False	True
Transcript_257086.0	Others					False	False
Transcript_152815.0	Others					False	False
Transcript_203497.0	Tissue Specific	Skin	Female			False	False
Transcript_249363.0	Others				0.8475297216784855	False	False
Transcript_151067.0	Others					False	False
Transcript_19273.0	Others				0.5671932574125464	False	False
Transcript_91161.0	Others					False	False
Transcript_249709.0	Others				1.8445532101909183	False	False
Transcript_101446.0	Others				1.6938971507206784	False	False
Transcript_27642.0	Others					False	False
Transcript_233455.0	Others				1.3144265588713953	False	False
Transcript_151043.0	Others					False	False
Transcript_150949.0	Tissue Specific	Brain	Female			False	False
Transcript_148739.0	Tissue Specific	Brain	Male			False	True
Transcript_150909.0	Tissue Specific	Gonad	Female			False	True
Transcript_226229.0	Tissue Specific	Brain				False	False
Transcript_198237.0	Others					False	False
Transcript_209607.0	Tissue Specific	Brain	Male			False	True
Transcript_159295.0	Others					False	False
Transcript_20739.0	Others				0.1499571047230571	False	False
Transcript_150884.0	Others				0.9144106064741887	False	False
Transcript_25447.0	Others					False	False
Transcript_125190.0	Others				1.663418752341014	False	False
Transcript_16812.0	Others				0.6008357333673154	False	False
Transcript_150854.0	Tissue Specific	Skin	Male	Male	3.274786278941251	False	False
Transcript_150837.0	Others					False	False
Transcript_74819.0	Tissue Specific	Brain	Female			False	False
Transcript_269290.0	Others					False	False
Transcript_209646.0	Others				0.5360249508343101	False	False
Transcript_242423.0	Others				0.22217414643393546	False	False
Transcript_150791.0	Others					False	False
Transcript_239974.0	Others					False	False
Transcript_51725.0	Tissue Specific	Heart				False	False
Transcript_155205.0	Others					False	False
Transcript_229584.0	Others			Female	inf	False	False
Transcript_156493.0	Tissue Specific	Kidney	Male			False	False
Transcript_1674.0	Others				1.8125906838415862	False	False
Transcript_255779.0	Others					False	False
Transcript_256803.0	Others					False	False
Transcript_54598.0	Tissue Specific	Skin			0.3744616626004252	False	False
Transcript_257260.0	Others					False	False
Transcript_206160.0	Others					False	False
Transcript_78938.0	Tissue Specific	Kidney				False	False
Transcript_166036.0	Others					False	False
Transcript_222606.0	Others				0.5735981362373304	False	False
Transcript_193500.0	Tissue Specific	Brain	Female			False	False
Transcript_64579.0	Others					False	False
Transcript_15073.0	Others				0.48380355063668373	False	False
Transcript_253474.0	Tissue Specific	Skin	Male			False	False
Transcript_171745.0	Others					False	False
Transcript_51409.0	Others					False	False
Transcript_232141.0	Others					False	False
Transcript_150716.0	Tissue Specific	Brain	Female			False	False
Transcript_198452.0	Others				1.6633731250813624	False	False
Transcript_94010.0	Others				1.1040097864510152	False	False
Transcript_102594.0	Tissue Specific	Brain	Female			False	False
Transcript_68480.0	Others					False	False
Transcript_21485.0	Others				0.6747771644315792	False	False
Transcript_248485.0	Tissue Specific	Brain	Male			False	False
Transcript_82029.0	Tissue Specific	Skin	Male			False	False
Transcript_238968.0	Others					False	False
Transcript_83611.0	Others					False	False
Transcript_150668.0	Tissue Specific	Skin	Female	Female	3.775220638633964	False	False
Transcript_129664.0	Others				0.05938200829212864	False	False
Transcript_270625.0	Tissue Specific	Skin	Female	Female	3.2427489913747642	False	False
Transcript_99913.0	Others				0.4311695583135203	False	False
Transcript_39490.0	Tissue Specific	Brain				False	False
Transcript_247845.0	Others					False	False
Transcript_243525.0	Others					False	False
Transcript_72015.0	Others					False	False
Transcript_239513.0	Tissue Specific	Brain				False	False
Transcript_267037.0	Others				0.90409222706603	False	False
Transcript_204793.0	Others					False	False
Transcript_269630.0	Others					False	True
Transcript_243119.0	Others					False	False
Transcript_72494.0	Others					False	False
Transcript_238898.0	Tissue Specific	Skin	Male		1.198774337874378	False	False
Transcript_101336.0	Others				0.6520671386345853	False	False
Transcript_155879.0	Tissue Specific	Lung	Female			False	False
Transcript_192593.0	Not Expressed					False	False
Transcript_256760.0	Others					False	False
Transcript_107941.0	Others					False	False
Transcript_228594.0	Others					False	False
Transcript_209650.0	Tissue Specific	Brain	Male			False	False
Transcript_267528.0	Others					False	False
Transcript_96532.0	Others					False	False
Transcript_142168.0	Others					False	False
Transcript_30845.0	Others					False	False
Transcript_232058.0	Tissue Specific	Brain				False	False
Transcript_241843.0	Others				0.5437942092156253	False	False
Transcript_146964.0	Others					False	False
Transcript_285036.0	Others					False	False
Transcript_150617.0	Others					False	False
Transcript_46367.0	Tissue Specific	Muscle				False	False
Transcript_150610.0	Tissue Specific	Brain				False	False
Transcript_273678.0	Others					False	False
Transcript_27246.0	Others					False	True
Transcript_206121.0	Tissue Specific	Muscle				False	False
Transcript_257392.0	Others					False	False
Transcript_75456.0	Others					False	True
Transcript_238079.0	Others				0.8395681291824671	False	True
Transcript_144207.0	Tissue Specific	Brain	Female	Female	inf	False	False
Transcript_228529.0	Others					False	False
Transcript_109749.0	Others				0.8620651753394263	False	False
Transcript_52564.0	Others				1.1494044062783633	False	False
Transcript_158410.0	Tissue Specific	Skin	Male			False	False
Transcript_182420.0	Tissue Specific	Skin	Female			False	False
Transcript_273550.0	Others				2.362469549210292	False	False
Transcript_83590.0	Tissue Specific	Brain				False	False
Transcript_233631.0	Others				0.20651650299211974	False	False
Transcript_150519.0	Others					False	False
Transcript_266801.0	Tissue Specific	Brain	Male			False	False
Transcript_207816.0	Tissue Specific	Brain				False	False
Transcript_150501.0	Others					False	False
Transcript_286383.0	Others					False	False
Transcript_91171.0	Others					False	True
Transcript_227520.0	Others					False	True
Transcript_75370.0	Tissue Specific	Liver	Male	Male	3.7096262180526187	False	False
Transcript_78685.0	Not Expressed					False	False
Transcript_83566.0	Others					False	False
Transcript_240835.0	Others					False	False
Transcript_100425.0	Others					False	False
Transcript_100597.0	Others				0.3447268355489425	False	False
Transcript_250774.0	Tissue Specific	Gonad	Female			False	True
Transcript_164751.0	Tissue Specific	Brain				False	False
Transcript_21943.0	Others					False	False
Transcript_160307.0	Others					False	True
Transcript_42637.0	Tissue Specific	Brain	Female			False	False
Transcript_268967.0	Others					False	False
Transcript_208603.0	Others					False	True
Transcript_204940.0	Others				0.716491345822838	False	False
Transcript_256011.0	Tissue Specific	Brain				False	False
Transcript_255531.0	Others				1.229021688108275	False	False
Transcript_63492.0	Others					False	False
Transcript_150404.0	Tissue Specific	Brain	Male			False	False
Transcript_38012.0	Tissue Specific	Brain	Female			False	False
Transcript_151468.0	Others					False	True
Transcript_125373.0	Others				2.1312900042382723	False	False
Transcript_152966.0	Tissue Specific	Brain	Female			False	True
Transcript_102495.0	Tissue Specific	Kidney				False	False
Transcript_154658.0	Tissue Specific	Brain				False	False
Transcript_37320.0	Others				1.265630501290688	False	False
Transcript_16866.0	Others				0.6557992901805874	False	False
Transcript_150382.0	Tissue Specific	Kidney	Female			False	True
Transcript_145436.0	Others				0.26725620171405007	False	False
Transcript_261812.0	Tissue Specific	Kidney	Male			False	False
Transcript_15034.0	Others				1.2667603362027655	False	False
Transcript_27612.0	Tissue Specific	Brain	Male			False	False
Transcript_150306.0	Tissue Specific	Lung	Male			False	False
Transcript_27312.0	Tissue Specific	Gonad	Female			False	True
Transcript_24551.0	Tissue Specific	Gonad	Male			False	False
Transcript_25936.0	Tissue Specific	Brain	Male			False	True
Transcript_263113.0	Others					False	False
Transcript_249774.0	Tissue Specific	Brain	Female			False	True
Transcript_72114.0	Others				0.2336157213392012	False	False
Transcript_15030.0	Others				0.7951059245235519	False	False
Transcript_50713.0	Others				0.10994656572507414	False	False
Transcript_169171.0	Tissue Specific	Brain	Male			False	False
Transcript_159383.0	Others					False	False
Transcript_275545.0	Others				0.43428409927595263	False	False
Transcript_69795.0	Others					False	False
Transcript_108690.0	Tissue Specific	Skin	Female			False	False
Transcript_243304.0	Others				0.11524500400555805	False	True
Transcript_160797.0	Others					False	False
Transcript_288902.0	Others				0.33125439483760527	False	False
Transcript_260820.0	Others				0.835155228386775	False	False
Transcript_259401.0	Others					False	False
Transcript_76813.0	Tissue Specific	Muscle				False	False
Transcript_15025.0	Tissue Specific	Gonad	Female			False	False
Transcript_85767.0	Tissue Specific	Skin	Male			False	False
Transcript_150241.0	Tissue Specific	Brain	Female			False	False
Transcript_162132.0	Tissue Specific	Gonad	Female			False	True
Transcript_49031.0	Others				0.23421832139811874	False	False
Transcript_91642.0	Others					False	False
Transcript_150216.0	Tissue Specific	Brain				False	False
Transcript_150200.0	Others					False	False
Transcript_49168.0	Others					False	False
