Name	Classification	Specific_Tissue	Sex_Expression	Diff_Sex	log2_FC	Involved_in_Maturation	Involved_in_Growth
Transcript_79128.0	Others				1.0941934301896843	False	False
Transcript_79131.0	Tissue Specific	Lung	Male			False	False
Transcript_79133.0	Others					False	False
Transcript_79144.0	Others					False	False
Transcript_79145.0	Tissue Specific	Brain				False	False
Transcript_79148.0	Others					False	True
Transcript_79151.0	Tissue Specific	Gonad	Male			False	False
Transcript_79155.0	Others					False	False
Transcript_79157.0	Others					False	False
Transcript_84260.0	Others					False	False
Transcript_79169.0	Others					False	False
Transcript_187372.0	Others				1.0369802304963733	False	True
Transcript_79186.0	Tissue Specific	Gonad	Female			False	True
Transcript_79190.0	Others					False	False
Transcript_65101.0	Tissue Specific	Liver	Male			False	False
Transcript_79191.0	Others				0.9317768389336187	False	False
Transcript_42693.0	Others				2.4012243793410546	False	False
Transcript_79194.0	Others				0.09521284633055292	False	False
Transcript_79196.0	Tissue Specific	Heart				False	False
Transcript_79206.0	Others					False	False
Transcript_78334.0	Tissue Specific	Brain	Male			False	False
Transcript_79222.0	Tissue Specific	Gonad	Female			False	True
Transcript_76029.0	Others					False	False
Transcript_79225.0	Tissue Specific	Skin	Male			False	False
Transcript_88503.0	Others					False	False
Transcript_79233.0	Tissue Specific	Skin	Male		1.4881847168486475	False	False
Transcript_79276.0	Others					False	False
Transcript_168573.0	Tissue Specific	Kidney	Female			False	False
Transcript_79234.0	Tissue Specific	Brain	Female			False	False
Transcript_24003.0	Others				1.8152394463913586	False	False
Transcript_59817.0	Others					False	False
Transcript_89867.0	Others					False	True
Transcript_79241.0	Others				0.3735902926955863	False	False
Transcript_79242.0	Others					False	False
Transcript_79244.0	Tissue Specific	Gonad	Female			False	True
Transcript_79252.0	Tissue Specific	Skin	Female	Female	3.647396352254715	False	False
Transcript_86872.0	Others				0.7831139430161123	False	False
Transcript_79258.0	Others					False	False
Transcript_189323.0	Others				0.4325338738116862	False	False
Transcript_79260.0	Tissue Specific	Gonad	Female			False	True
Transcript_267183.0	Others					False	False
Transcript_79261.0	Tissue Specific	Gonad	Female			False	True
Transcript_79263.0	Others					False	False
Transcript_79267.0	Others					False	False
Transcript_79280.0	Others					False	False
Transcript_245125.0	Tissue Specific	Brain				False	False
Transcript_79284.0	Others					False	True
Transcript_50342.0	Others					False	True
Transcript_81556.0	Tissue Specific	Brain				False	False
Transcript_79285.0	Tissue Specific	Brain				False	False
Transcript_79288.0	Others					False	False
Transcript_79295.0	Others				0.43861262590115646	False	False
Transcript_56224.0	Others				0.5559191695617667	False	False
Transcript_79303.0	Tissue Specific	Muscle				False	False
Transcript_250846.0	Others					False	False
Transcript_79306.0	Others				1.948237015127408	False	False
Transcript_79326.0	Others				0.6600947332890245	False	False
Transcript_79345.0	Others				0.3349063293633849	False	False
Transcript_79350.0	Tissue Specific	Brain	Female			False	True
Transcript_67802.0	Tissue Specific	Brain	Female			False	False
Transcript_79352.0	Others					False	True
Transcript_97066.0	Others					False	False
Transcript_79354.0	Others					False	False
Transcript_79355.0	Tissue Specific	Gonad	Female			False	True
Transcript_79362.0	Others					False	False
Transcript_79363.0	Others					False	False
Transcript_223838.0	Others					False	False
Transcript_79367.0	Tissue Specific	Gonad	Female			False	True
Transcript_232797.0	Others				0.8655937808578088	False	False
Transcript_79375.0	Tissue Specific	Brain				False	False
Transcript_79382.0	Tissue Specific	Skin	Male			False	False
Transcript_51089.0	Others					False	False
Transcript_79385.0	Others				0.536702336593871	False	False
Transcript_2497.0	Others				0.5898986134463959	False	True
Transcript_79390.0	Not Expressed					False	False
Transcript_241497.0	Tissue Specific	Lung				False	False
Transcript_79391.0	Others					False	False
Transcript_79407.0	Others					False	False
Transcript_101033.0	Others					False	False
Transcript_79413.0	Tissue Specific	Gonad	Female			False	True
Transcript_79416.0	Others					False	False
Transcript_79418.0	Others					False	False
Transcript_24075.0	Others				1.0664215995117654	False	False
Transcript_79422.0	Tissue Specific	Brain	Female			False	False
Transcript_17906.0	Others					False	False
Transcript_127936.0	Others					False	False
Transcript_79427.0	Others					False	True
Transcript_81930.0	Tissue Specific	Kidney	Female			False	False
Transcript_79460.0	Others					False	False
Transcript_79469.0	Tissue Specific	Lung	Male			False	False
Transcript_79486.0	Others					False	False
Transcript_79487.0	Tissue Specific	Lung				False	False
Transcript_79488.0	Others					False	False
Transcript_79496.0	Tissue Specific	Brain	Female			False	False
Transcript_79506.0	Tissue Specific	Brain	Male			False	False
Transcript_79513.0	Others					False	False
Transcript_63227.0	Tissue Specific	Gonad	Female			False	True
Transcript_85907.0	Others					False	False
Transcript_79517.0	Others					False	False
Transcript_79519.0	Others					False	False
Transcript_48169.0	Tissue Specific	Gonad	Female			False	True
Transcript_79529.0	Tissue Specific	Brain	Male			False	False
Transcript_79530.0	Others					False	False
Transcript_77385.0	Others				0.9360346076377247	False	False
Transcript_79534.0	Tissue Specific	Brain	Male			False	False
Transcript_79535.0	Others				0.533663955702963	False	False
Transcript_19147.0	Tissue Specific	Muscle				False	False
Transcript_79536.0	Tissue Specific	Brain				False	False
Transcript_79559.0	Others					False	False
Transcript_79562.0	Others					False	False
Transcript_260675.0	Others				0.5911809705165053	False	True
Transcript_102585.0	Tissue Specific	Heart				False	False
Transcript_79577.0	Others				1.6233246786068318	False	False
Transcript_79578.0	Tissue Specific	Gonad	Male			False	False
Transcript_79585.0	Others					False	False
Transcript_79591.0	Tissue Specific	Liver				False	False
Transcript_38097.0	Tissue Specific	Muscle				False	False
Transcript_79605.0	Others					False	False
Transcript_79610.0	Others					False	False
Transcript_79620.0	Others					False	False
Transcript_240412.0	Others					False	False
Transcript_94933.0	Others					False	False
Transcript_204769.0	Others				1.021447426240121	False	False
Transcript_79623.0	Others					False	False
Transcript_79632.0	Others					False	False
Transcript_79636.0	Others					False	False
Transcript_79644.0	Others				1.3866710981038568	False	False
Transcript_79652.0	Others					False	False
Transcript_58979.0	Others					False	False
Transcript_79659.0	Others					False	False
Transcript_79723.0	Not Expressed					False	False
Transcript_79728.0	Others					False	False
Transcript_79752.0	Tissue Specific	Muscle				False	False
Transcript_79763.0	Others					False	False
Transcript_79776.0	Others					False	False
Transcript_59956.0	Others					False	True
Transcript_79788.0	Tissue Specific	Brain	Male			False	False
Transcript_82232.0	Tissue Specific	Skin	Female			False	False
Transcript_92164.0	Others					False	False
Transcript_61886.0	Not Expressed					False	False
Transcript_79793.0	Others					False	False
Transcript_77429.0	Others				1.0353009763341876	False	True
Transcript_79794.0	Others					False	True
Transcript_79798.0	Others					False	True
Transcript_79805.0	Others					False	False
Transcript_79817.0	Others					False	False
Transcript_79828.0	Others					False	False
Transcript_96485.0	Others					False	False
Transcript_79840.0	Others				0.06839457472127863	False	True
Transcript_79846.0	Others				0.8287820255986232	False	False
Transcript_85374.0	Others					False	False
Transcript_79854.0	Others					False	False
Transcript_82564.0	Tissue Specific	Gonad	Female			False	False
Transcript_79859.0	Tissue Specific	Brain	Male			False	False
Transcript_150739.0	Others					False	False
Transcript_79865.0	Tissue Specific	Lung	Female			False	False
Transcript_79887.0	Tissue Specific	Gonad	Female			False	True
Transcript_79888.0	Tissue Specific	Brain	Male			False	False
Transcript_249025.0	Others					False	False
Transcript_256017.0	Others				1.1740006324896908	False	True
Transcript_89661.0	Others					False	False
Transcript_79896.0	Tissue Specific	Brain				False	False
Transcript_79897.0	Others					False	False
Transcript_156570.0	Tissue Specific	Skin	Male			False	False
Transcript_79906.0	Tissue Specific	Gonad	Female			False	True
Transcript_75081.0	Tissue Specific	Lung	Female			False	False
Transcript_79909.0	Others					False	False
Transcript_34578.0	Tissue Specific	Brain				False	False
Transcript_79914.0	Tissue Specific	Liver	Female	Female	3.4375909951969987	False	False
Transcript_79922.0	Others					False	False
Transcript_164351.0	Others					False	False
Transcript_79924.0	Tissue Specific	Lung	Male			False	False
Transcript_79936.0	Others					False	False
Transcript_6936.0	Others				0.19295953990572035	False	False
Transcript_72070.0	Others					False	False
Transcript_79938.0	Others					False	False
Transcript_79941.0	Others					False	False
Transcript_288748.0	Others				1.1677120224280024	False	True
Transcript_79951.0	Others					False	False
Transcript_248450.0	Tissue Specific	Muscle				False	True
Transcript_79953.0	Others					False	False
Transcript_79959.0	Others					False	False
Transcript_292079.0	Others				0.3598705731864631	False	False
Transcript_79961.0	Others					False	False
Transcript_79963.0	Others					False	False
Transcript_79966.0	Others					False	False
Transcript_79974.0	Tissue Specific	Kidney				False	False
Transcript_131255.0	Tissue Specific	Gonad				False	False
Transcript_57444.0	Others					False	False
Transcript_79993.0	Tissue Specific	Kidney	Female			False	False
Transcript_80019.0	Others			Male	2.8040719474307085	False	False
Transcript_80037.0	Others					False	False
Transcript_80044.0	Others					False	False
Transcript_83722.0	Tissue Specific	Liver	Male	Male	4.103119029349708	False	False
Transcript_66547.0	Others					False	True
Transcript_80045.0	Others					False	False
Transcript_233076.0	Tissue Specific	Liver	Female			False	False
Transcript_243419.0	Tissue Specific	Brain				False	False
Transcript_80054.0	Not Expressed					False	False
Transcript_2595.0	Others				0.969066941178872	False	False
Transcript_83521.0	Tissue Specific	Skin	Male			False	False
Transcript_80069.0	Others					False	False
Transcript_80071.0	Tissue Specific	Gonad	Female			False	True
Transcript_80078.0	Tissue Specific	Skin	Male			False	False
Transcript_131448.0	Tissue Specific	Brain	Female			False	False
Transcript_60861.0	Tissue Specific	Brain	Male			False	False
Transcript_80080.0	Not Expressed					False	False
Transcript_80084.0	Tissue Specific	Gonad	Female			False	True
Transcript_56555.0	Tissue Specific	Gonad	Female			False	True
Transcript_80088.0	Tissue Specific	Brain	Female			False	True
Transcript_5527.0	Tissue Specific	Muscle				False	False
Transcript_80090.0	Tissue Specific	Brain	Female			False	True
Transcript_231469.0	Others					False	False
Transcript_86647.0	Tissue Specific	Brain	Male			False	False
Transcript_80098.0	Tissue Specific	Heart				False	False
Transcript_80101.0	Others					False	False
Transcript_232385.0	Others					False	False
Transcript_80104.0	Tissue Specific	Skin	Male			False	False
Transcript_196138.0	Others				0.9437270957316046	False	False
Transcript_80118.0	Others					False	False
Transcript_80126.0	Tissue Specific	Brain				False	False
Transcript_151567.0	Tissue Specific	Lung	Male			False	False
Transcript_38316.0	Tissue Specific	Gonad	Male			False	False
Transcript_80127.0	Others				1.2475076820618716	False	False
Transcript_144913.0	Tissue Specific	Skin	Male			False	False
Transcript_80132.0	Others					False	False
Transcript_90449.0	Others					False	False
Transcript_80136.0	Others				0.15079711685565897	False	False
Transcript_68466.0	Others					False	False
Transcript_80151.0	Others				1.1971089137871456	False	False
Transcript_80163.0	Tissue Specific	Muscle				False	False
Transcript_274524.0	Others				0.0995089150523784	False	False
Transcript_248564.0	Tissue Specific	Skin	Female	Female	5.220376134448417	False	False
Transcript_80171.0	Tissue Specific	Skin	Male			False	False
Transcript_80181.0	Others					False	True
Transcript_190598.0	Others					False	False
Transcript_42585.0	Others					False	False
Transcript_80184.0	Others					False	False
Transcript_80185.0	Tissue Specific	Brain				False	False
Transcript_80188.0	Tissue Specific	Liver	Female			False	False
Transcript_23140.0	Tissue Specific	Muscle				False	False
Transcript_80189.0	Others				0.9204591939837758	False	False
Transcript_18977.0	Tissue Specific	Brain	Male		1.118349929574494	False	True
Transcript_80197.0	Tissue Specific	Skin	Male			False	False
Transcript_154470.0	Tissue Specific	Kidney				False	False
Transcript_80205.0	Tissue Specific	Skin	Male			False	False
Transcript_56706.0	Tissue Specific	Gonad	Female			False	True
Transcript_80209.0	Others					False	True
Transcript_97340.0	Others					False	False
Transcript_80219.0	Others					False	False
Transcript_80234.0	Tissue Specific	Gonad	Female			False	True
Transcript_80235.0	Others					False	False
Transcript_191409.0	Others					False	False
Transcript_80238.0	Tissue Specific	Lung				False	False
Transcript_65958.0	Others					False	False
Transcript_80245.0	Others					False	False
Transcript_58877.0	Tissue Specific	Brain	Female			False	False
Transcript_85750.0	Others				0.7063897663161615	False	False
Transcript_42704.0	Others					False	True
Transcript_96669.0	Tissue Specific	Brain				False	False
Transcript_90811.0	Others					False	True
Transcript_80252.0	Others				0.2645827566130835	False	False
Transcript_81293.0	Tissue Specific	Brain	Male			False	False
Transcript_80259.0	Others					False	False
Transcript_80264.0	Others					False	False
Transcript_78065.0	Others				0.4464547709443993	False	False
Transcript_80271.0	Tissue Specific	Lung				False	False
Transcript_80275.0	Others					False	False
Transcript_80278.0	Tissue Specific	Brain	Male			False	False
Transcript_19510.0	Others					False	True
Transcript_80282.0	Others					False	False
Transcript_54225.0	Tissue Specific	Gonad	Male			False	False
Transcript_80283.0	Others					False	False
Transcript_67835.0	Tissue Specific	Gonad	Female			False	True
Transcript_80284.0	Others					False	False
Transcript_80290.0	Tissue Specific	Skin	Female			False	False
Transcript_80291.0	Others					False	False
Transcript_80298.0	Tissue Specific	Gonad	Female			False	False
Transcript_93214.0	Tissue Specific	Kidney				False	False
Transcript_80301.0	Others					False	True
Transcript_80304.0	Tissue Specific	Skin	Male	Male	2.55549420482036	False	False
Transcript_80312.0	Others					False	False
Transcript_80316.0	Tissue Specific	Muscle				False	False
Transcript_80319.0	Others					False	False
Transcript_80334.0	Tissue Specific	Skin	Male			False	False
Transcript_81947.0	Others					False	False
Transcript_80337.0	Others					False	False
Transcript_80343.0	Others				0.8345394531927147	False	False
Transcript_58058.0	Others					False	False
Transcript_80349.0	Others				1.245042262105436	False	True
Transcript_80357.0	Others					False	False
Transcript_189319.0	Tissue Specific	Gonad	Female			False	False
Transcript_94217.0	Tissue Specific	Brain	Female			False	False
Transcript_49018.0	Tissue Specific	Gonad	Female			False	True
Transcript_80359.0	Tissue Specific	Gonad	Male			False	False
Transcript_17643.0	Tissue Specific	Brain				False	False
Transcript_80371.0	Others					False	False
Transcript_80386.0	Tissue Specific	Kidney	Female			False	False
Transcript_80396.0	Tissue Specific	Muscle				False	False
Transcript_12102.0	Others					False	False
Transcript_80407.0	Tissue Specific	Gonad	Female			False	True
Transcript_89496.0	Tissue Specific	Brain	Female			False	False
Transcript_80412.0	Others					False	False
Transcript_80426.0	Others					False	False
Transcript_80428.0	Others					False	True
Transcript_80429.0	Others				1.2166841225215455	False	False
Transcript_21532.0	Others				0.033149542481720064	False	False
Transcript_8043.0	Tissue Specific	Gonad	Female			False	False
Transcript_80442.0	Others					False	False
Transcript_80445.0	Tissue Specific	Brain				False	False
Transcript_80454.0	Others				0.7309846662278726	False	False
Transcript_80456.0	Tissue Specific	Muscle				False	False
Transcript_80474.0	Others					False	False
Transcript_80481.0	Others				2.1432903524628926	False	False
Transcript_80485.0	Tissue Specific	Muscle				False	False
Transcript_39012.0	Others					False	True
Transcript_8050.0	Others				1.3851089535518817	False	False
Transcript_80501.0	Others					False	True
Transcript_102101.0	Others				0.05925601164822	False	False
Transcript_80503.0	Others					False	False
Transcript_80514.0	Tissue Specific	Kidney	Female			False	False
Transcript_271664.0	Tissue Specific	Gonad	Female			False	True
Transcript_80521.0	Tissue Specific	Muscle				False	False
Transcript_55584.0	Tissue Specific	Brain	Male			False	False
Transcript_80536.0	Others					False	False
Transcript_85308.0	Others					False	False
Transcript_80552.0	Others					False	False
Transcript_95431.0	Tissue Specific	Gonad	Female			False	True
Transcript_80553.0	Tissue Specific	Kidney				False	False
Transcript_80296.0	Tissue Specific	Gonad				False	False
Transcript_80562.0	Others					False	False
Transcript_147110.0	Others					False	True
Transcript_80578.0	Others					False	True
Transcript_80579.0	Others				1.6292813354408258	False	False
Transcript_171215.0	Tissue Specific	Gonad	Female			False	True
Transcript_28659.0	Others					False	False
Transcript_80581.0	Tissue Specific	Brain	Female			False	False
Transcript_84039.0	Others					False	False
Transcript_80590.0	Others					False	False
Transcript_151074.0	Tissue Specific	Gonad	Female			False	True
Transcript_80592.0	Others				0.43820103343414063	False	False
Transcript_39435.0	Tissue Specific	Gonad	Female			False	True
Transcript_89557.0	Others					False	False
Transcript_80593.0	Others				0.14309947017327465	False	False
Transcript_80597.0	Others					False	False
Transcript_85690.0	Others				1.1560691696452028	False	False
Transcript_92037.0	Others					False	False
Transcript_263262.0	Others					False	False
Transcript_80629.0	Tissue Specific	Brain				False	False
Transcript_80636.0	Others					False	False
Transcript_80639.0	Others			Male	3.6090107475130586	False	False
Transcript_80649.0	Others					False	False
Transcript_19416.0	Others					False	False
Transcript_80662.0	Others					False	False
Transcript_80668.0	Tissue Specific	Gonad	Male		2.479052383621341	False	False
Transcript_80690.0	Tissue Specific	Gonad	Female			False	True
Transcript_80703.0	Tissue Specific	Brain				False	False
Transcript_237177.0	Tissue Specific	Skin	Male			False	False
Transcript_80712.0	Tissue Specific	Liver				False	False
Transcript_72765.0	Others					False	False
Transcript_80713.0	Tissue Specific	Brain	Female			False	False
Transcript_95823.0	Tissue Specific	Skin	Male	Male	inf	False	False
Transcript_80719.0	Others				1.356214539801427	False	False
Transcript_80747.0	Others				0.20402107574200443	False	False
Transcript_82022.0	Others					False	False
Transcript_80754.0	Others					False	False
Transcript_80756.0	Tissue Specific	Brain	Male			False	False
Transcript_101645.0	Tissue Specific	Liver	Male		1.6607775155638371	False	False
Transcript_80760.0	Others					False	False
Transcript_67608.0	Others					False	False
Transcript_80765.0	Others					False	True
Transcript_97945.0	Others				0.7011479786939466	False	False
Transcript_80781.0	Tissue Specific	Gonad	Male	Male	2.613623324025412	False	False
Transcript_89736.0	Tissue Specific	Brain				False	False
Transcript_80785.0	Others					False	False
Transcript_80786.0	Tissue Specific	Gonad	Female			False	True
Transcript_247102.0	Others				1.4746274884672226	False	False
Transcript_80787.0	Others					False	True
Transcript_174988.0	Others				0.03463394217172473	False	False
Transcript_80796.0	Others				1.5318653433504166	False	False
Transcript_50519.0	Others					False	True
Transcript_99329.0	Tissue Specific	Gonad	Female			False	True
Transcript_80806.0	Others				1.2394354663759943	False	False
Transcript_80812.0	Tissue Specific	Skin	Female		0.8889244815942661	False	False
Transcript_80821.0	Others				0.04273600279976245	False	False
Transcript_80822.0	Others					False	False
Transcript_80825.0	Tissue Specific	Brain	Female			False	False
Transcript_80831.0	Others					False	False
Transcript_80834.0	Tissue Specific	Skin	Female			False	False
Transcript_80855.0	Others					False	True
Transcript_80877.0	Tissue Specific	Gonad	Female			False	True
Transcript_43617.0	Others					False	False
Transcript_80886.0	Others					False	False
Transcript_66766.0	Others					False	False
Transcript_80887.0	Others					False	False
Transcript_99516.0	Others					False	False
Transcript_80889.0	Others					False	False
Transcript_80891.0	Tissue Specific	Muscle				False	False
Transcript_80896.0	Others					False	False
Transcript_69192.0	Tissue Specific	Skin	Male			False	False
Transcript_80897.0	Others					False	True
Transcript_73731.0	Others					False	False
Transcript_80899.0	Others					False	False
Transcript_36201.0	Others					False	False
Transcript_76702.0	Tissue Specific	Kidney	Female			False	False
Transcript_80908.0	Tissue Specific	Gonad	Female			False	True
Transcript_248983.0	Tissue Specific	Brain	Male			False	True
Transcript_81862.0	Tissue Specific	Gonad	Female			False	True
Transcript_193685.0	Others				1.1440553267954374	False	False
Transcript_80912.0	Others					False	False
Transcript_80913.0	Others					False	False
Transcript_80921.0	Others					False	False
Transcript_80932.0	Others				0.21453078714665652	False	False
Transcript_80933.0	Others					False	False
Transcript_80936.0	Others					False	True
Transcript_102423.0	Tissue Specific	Brain				False	False
Transcript_80941.0	Others					False	True
Transcript_80944.0	Tissue Specific	Brain				False	False
Transcript_197160.0	Tissue Specific	Gonad	Female			False	True
Transcript_80965.0	Others					False	False
Transcript_80983.0	Tissue Specific	Brain	Male			False	True
Transcript_80991.0	Tissue Specific	Gonad	Female			False	True
Transcript_81023.0	Tissue Specific	Kidney	Male		1.58488390592013	False	False
Transcript_81025.0	Others					False	False
Transcript_66345.0	Others				1.6403992072400684	False	False
Transcript_81039.0	Others					False	False
Transcript_5691.0	Others				0.8930573124165743	False	False
Transcript_81052.0	Tissue Specific	Brain				False	False
Transcript_41937.0	Others				0.3592607105384081	False	False
Transcript_60700.0	Tissue Specific	Skin	Male			False	False
Transcript_81058.0	Others					False	False
Transcript_81060.0	Others					False	True
Transcript_81083.0	Others					False	False
Transcript_53779.0	Tissue Specific	Brain	Female			False	False
Transcript_81088.0	Others				2.1439305515836176	False	False
Transcript_49786.0	Others					False	False
Transcript_81091.0	Others					False	True
Transcript_81092.0	Tissue Specific	Muscle				False	False
Transcript_81100.0	Tissue Specific	Gonad	Male			False	False
Transcript_81105.0	Others					False	False
Transcript_81110.0	Others				2.07395815277601	False	False
Transcript_250391.0	Others					False	False
Transcript_81115.0	Others					False	False
Transcript_81121.0	Others				0.691059449142777	False	True
Transcript_81137.0	Others					False	False
Transcript_81138.0	Others					False	False
Transcript_81140.0	Others					False	False
Transcript_81143.0	Tissue Specific	Gonad	Female			False	True
Transcript_81158.0	Others				0.32981032176776415	False	False
Transcript_81160.0	Others					False	False
Transcript_85404.0	Others					False	False
Transcript_144339.0	Others					False	False
Transcript_81163.0	Others					False	True
Transcript_267259.0	Tissue Specific	Brain				False	False
Transcript_79957.0	Others				1.2771220341259548	False	False
Transcript_81165.0	Others					False	False
Transcript_81174.0	Others				1.7005764510734158	False	False
Transcript_51598.0	Tissue Specific	Kidney				False	False
Transcript_81184.0	Others					False	False
Transcript_81186.0	Others					False	True
Transcript_81197.0	Tissue Specific	Gonad	Female			False	True
Transcript_74194.0	Tissue Specific	Gonad	Female			False	True
Transcript_81219.0	Others					False	False
Transcript_81221.0	Others					False	False
Transcript_81229.0	Tissue Specific	Gonad	Female			False	True
Transcript_163470.0	Tissue Specific	Heart				False	True
Transcript_81239.0	Tissue Specific	Gonad	Female			False	True
Transcript_81242.0	Others					False	True
Transcript_229723.0	Tissue Specific	Kidney	Male			False	False
Transcript_81252.0	Others					False	False
Transcript_81253.0	Others					False	True
Transcript_81256.0	Others					False	False
Transcript_263462.0	Others				0.08091161073777728	False	False
Transcript_81260.0	Tissue Specific	Brain				False	False
Transcript_2612.0	Others				0.7248061211629035	False	False
Transcript_106169.0	Tissue Specific	Gonad	Female			False	False
Transcript_81261.0	Others					False	False
Transcript_81282.0	Tissue Specific	Brain	Male			False	False
Transcript_81294.0	Tissue Specific	Gonad	Female			False	True
Transcript_81304.0	Others					False	False
Transcript_202908.0	Others					False	False
Transcript_81311.0	Others					False	False
Transcript_81328.0	Others					False	False
Transcript_81329.0	Tissue Specific	Skin	Female			False	False
Transcript_81336.0	Others					False	False
Transcript_8134.0	Others				0.10516327893566163	False	False
Transcript_207215.0	Others					False	True
Transcript_267458.0	Tissue Specific	Brain				False	False
Transcript_86057.0	Others					False	False
Transcript_60513.0	Others					False	True
Transcript_81358.0	Others					False	False
Transcript_81362.0	Others				0.14211218285747865	False	True
Transcript_225495.0	Tissue Specific	Skin	Female		1.7199905857597815	False	False
Transcript_81366.0	Others					False	False
Transcript_99663.0	Others					False	False
Transcript_179670.0	Tissue Specific	Brain				False	False
Transcript_81373.0	Tissue Specific	Brain				False	False
Transcript_88079.0	Others					False	True
Transcript_81405.0	Others					False	True
Transcript_81420.0	Others				1.769523443014381	False	False
Transcript_81422.0	Tissue Specific	Gonad	Female			False	True
Transcript_2681.0	Others				0.0976152509223618	False	False
Transcript_81423.0	Tissue Specific	Gonad	Female			False	True
Transcript_68996.0	Tissue Specific	Brain	Female			False	False
Transcript_81424.0	Others					False	True
Transcript_29451.0	Tissue Specific	Brain	Male			False	False
Transcript_81439.0	Tissue Specific	Gonad	Female			False	False
Transcript_45629.0	Others					False	False
Transcript_41098.0	Others				0.035509964591679356	False	False
Transcript_81444.0	Others					False	True
Transcript_81447.0	Others				1.9199627351259805	False	False
Transcript_81449.0	Others					False	False
Transcript_21253.0	Others					False	False
Transcript_81454.0	Others					False	False
Transcript_81458.0	Others					False	False
Transcript_81460.0	Tissue Specific	Kidney	Female			False	False
Transcript_87688.0	Tissue Specific	Skin	Female			False	False
Transcript_81462.0	Others				0.957741281494228	False	False
Transcript_81479.0	Others				1.7839070711748073	False	False
Transcript_165922.0	Tissue Specific	Lung				False	False
Transcript_168574.0	Others					False	False
Transcript_5472.0	Others					False	True
Transcript_81494.0	Tissue Specific	Gonad	Male			False	False
Transcript_81497.0	Others				0.7804948489823548	False	False
Transcript_70395.0	Others					False	False
Transcript_81503.0	Others					False	False
Transcript_45536.0	Others				0.06886752307080789	False	False
Transcript_81504.0	Others				1.4614326477338702	False	False
Transcript_70515.0	Tissue Specific	Brain				False	False
Transcript_81510.0	Others					False	False
Transcript_262338.0	Tissue Specific	Gonad	Female			False	False
Transcript_81511.0	Tissue Specific	Brain	Male			False	False
Transcript_81522.0	Tissue Specific	Lung				False	False
Transcript_81524.0	Others					False	False
Transcript_81538.0	Others					False	False
Transcript_76489.0	Others					False	True
Transcript_81540.0	Tissue Specific	Brain	Male			False	False
Transcript_41121.0	Others					False	False
Transcript_96929.0	Others					False	False
Transcript_81542.0	Others					False	True
Transcript_226508.0	Others			Male	2.526729235135696	False	False
Transcript_81554.0	Others				0.3510954847981386	False	False
Transcript_81557.0	Tissue Specific	Muscle				False	False
Transcript_81565.0	Tissue Specific	Skin	Female		1.3685134374536505	False	False
Transcript_202118.0	Others				0.402193523233901	False	False
Transcript_90321.0	Not Expressed					False	False
Transcript_81568.0	Others					False	True
Transcript_81578.0	Others					False	False
Transcript_257090.0	Others					False	False
Transcript_81589.0	Others				1.2408628024937598	False	True
Transcript_81598.0	Tissue Specific	Skin	Male		1.4924446628662627	False	False
Transcript_204039.0	Others					False	False
Transcript_81602.0	Tissue Specific	Brain	Male			False	False
Transcript_81612.0	Others					False	False
Transcript_81616.0	Tissue Specific	Gonad	Female			False	True
Transcript_269011.0	Others				1.6302335225630133	False	False
Transcript_86328.0	Others				0.18614691393410218	False	False
Transcript_81628.0	Others				0.7771139353033053	False	False
Transcript_85908.0	Others					False	False
Transcript_102221.0	Others				0.25895708708927445	False	False
Transcript_23489.0	Tissue Specific	Liver	Female			False	False
Transcript_81636.0	Others				1.5014082800693167	False	False
Transcript_81638.0	Tissue Specific	Brain	Male			False	False
Transcript_68956.0	Tissue Specific	Brain	Female			False	False
Transcript_81640.0	Others					False	False
Transcript_81645.0	Others					False	False
Transcript_81654.0	Not Expressed					False	False
Transcript_81666.0	Others				0.18978000116136548	False	False
Transcript_95082.0	Tissue Specific	Liver	Male		1.4028268750479778	False	False
Transcript_68419.0	Others					False	False
Transcript_81673.0	Others					False	False
Transcript_81681.0	Others					False	False
Transcript_87444.0	Tissue Specific	Gonad	Female			False	True
Transcript_81687.0	Tissue Specific	Lung				False	False
Transcript_82926.0	Others					False	False
Transcript_101609.0	Others					False	False
Transcript_81695.0	Others					False	False
Transcript_81703.0	Others					False	False
Transcript_148917.0	Tissue Specific	Kidney	Female			False	False
Transcript_81711.0	Tissue Specific	Brain	Male			False	False
Transcript_81724.0	Others					False	False
Transcript_81725.0	Tissue Specific	Gonad				False	False
Transcript_81728.0	Others					False	False
Transcript_81735.0	Tissue Specific	Kidney	Male			False	False
Transcript_81736.0	Others					False	False
Transcript_232498.0	Others					False	False
Transcript_81737.0	Others					False	False
Transcript_81743.0	Others					False	False
Transcript_101086.0	Others				0.7687036037258447	False	False
Transcript_81756.0	Others					False	False
Transcript_242720.0	Tissue Specific	Muscle				False	False
Transcript_81760.0	Tissue Specific	Brain	Female			False	False
Transcript_255005.0	Others					False	False
Transcript_56574.0	Tissue Specific	Brain	Female			False	False
Transcript_81762.0	Others					False	False
Transcript_46381.0	Others					False	False
Transcript_81763.0	Tissue Specific	Kidney				False	False
Transcript_81764.0	Others					False	False
Transcript_191371.0	Tissue Specific	Gonad	Female			False	True
Transcript_81765.0	Tissue Specific	Brain				False	False
Transcript_26653.0	Others					False	False
Transcript_102557.0	Others				0.4768153472677037	False	False
Transcript_81774.0	Tissue Specific	Brain				False	False
Transcript_81779.0	Others					False	True
Transcript_81787.0	Others				0.23542118664782072	False	False
