"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"Transcript_45679.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_45680.0"	0.186188579903952	0	0.372377159807905	Inf	Inf	0.0202872303103532	0.411952104390899
"Transcript_45698.0"	0.1922256208326	0.384451241665201	0	0	-Inf	0.00412621373799496	0.215320019122768
"Transcript_45705.0"	0.27452529500803	0.549050590016061	0	0	-Inf	0.00119799790707261	0.128111452017329
"Transcript_45712.0"	0.11442284384431	0.22884568768862	0	0	-Inf	0.0489489104917903	0.578444056540221
"Transcript_45787.0"	0.112200982529192	0.224401965058385	0	0	-Inf	0.0263751663240365	0.431260462310599
"Transcript_45799.0"	0.176565578299927	0	0.353131156599853	Inf	Inf	0.0192394869382569	0.411952104390899
"Transcript_45850.0"	0.189107347771671	0.325017958427928	0.0531967371154149	0.163673224004978	-2.61110977035599	0.0394412872096222	0.554443026792109
"Transcript_45858.0"	0.109860200568059	0.219720401136119	0	0	-Inf	0.0489489105385391	0.578444056540221
"Transcript_45868.0"	0.268030164526891	0.0641148471595384	0.471945481894244	7.36093904614466	2.87988982481465	0.0356923088537099	0.529797538866541
"Transcript_45940.0"	0.336806438367515	0.673612876735029	0	0	-Inf	0.000846164156422962	0.110623484233496
"Transcript_45961.0"	0.227534820730528	0.0521543238180335	0.402915317643023	7.72544418462397	2.94961788505991	0.0423386999972682	0.554443026792109
"Transcript_45971.0"	0.269720016575036	0	0.539440033150071	Inf	Inf	0.0248534872124424	0.431260462310599
"Transcript_45979.0"	0.176315829688731	0.352631659377461	0	0	-Inf	0.00222332986479029	0.161451767950979
"Transcript_45988.0"	0.344151195676866	0.688302391353731	0	0	-Inf	0.00119799789444687	0.128111452017329
"Transcript_45992.0"	0.202914198246438	0.352631659377461	0.0531967371154149	0.150856384277376	-2.72875234192008	0.0135019805858236	0.368838189042873
"Transcript_46002.0"	0.202217291693837	0.0320574235797692	0.372377159807905	11.6159415893579	3.53803419877482	0.0423387008101948	0.554443026792109
"Transcript_46018.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_46039.0"	0.377176007778418	0.161715245291351	0.592636770265486	3.66469326499042	1.87369244976526	0.0278056998388442	0.444602898214447
"Transcript_46053.0"	0.184806046793545	0	0.36961209358709	Inf	Inf	0.00887266471659984	0.323154692393743
"Transcript_46067.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_46081.0"	0.260903111268389	0.521806222536779	0	0	-Inf	0.000347824695566366	0.0839944923898915
"Transcript_46103.0"	0.458165606394264	0.916331212788528	0	0	-Inf	0.00839127909979153	0.323154692393743
"Transcript_46120.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_46159.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_46223.0"	0.242476337238064	0.484952674476128	0	0	-Inf	0.00765772099482978	0.314575828482099
"Transcript_46249.0"	0.361029805726848	0.130892887706162	0.591166723747533	4.51641593449009	2.17517835568445	0.0181807778372348	0.411952104390899
"Transcript_46276.0"	0.291951349580569	0.583902699161137	0	0	-Inf	0.0233189077608522	0.426508717554387
"Transcript_46288.0"	0.439744204440091	0.0411827101322704	0.838305698747912	20.3557681380231	4.34736575841919	0.0161192250641071	0.40821902645065
"Transcript_46297.0"	0.418551293055853	0.0521543238180335	0.784948262293673	15.0504925542196	3.911738797414	0.00981760537679955	0.35090794167733
"Transcript_46334.0"	0.507061719515339	0	1.01412343903068	Inf	Inf	0.0173832626348464	0.411952104390899
"Transcript_46359.0"	0.367100771561705	0.0823654202645409	0.65183612285887	7.91395370490802	2.98439862584954	0.0143768962560865	0.372608353867543
"Transcript_46391.0"	0.295623728235244	0.591247456470488	0	0	-Inf	0.00119799790023961	0.128111452017329
"Transcript_46395.0"	0.149352483129508	0	0.298704966259017	Inf	Inf	0.0192394870462687	0.411952104390899
"Transcript_46429.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_46439.0"	0.487276524817655	0.97455304963531	0	0	-Inf	0.0111943665060768	0.368838189042873
"Transcript_46467.0"	0.335837804323621	0.671675608647242	0	0	-Inf	0.000645517810838985	0.100876363497368
"Transcript_46469.0"	0.36402008721664	0.202897955423621	0.525142219009658	2.58820853030894	1.37195385903165	0.0339978780689651	0.518312058416714
"Transcript_46488.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_46534.0"	0.528828568420177	1.05765713684035	0	0	-Inf	0.0295922816408186	0.464799487728559
"Transcript_46551.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_46577.0"	0.830624216810941	0.0320574235797692	1.62919101004211	50.8210214082913	5.6673534660651	0.0497075373525135	0.582825350926769
"Transcript_46600.0"	0.233408330964871	0.466816661929742	0	0	-Inf	0.00119799792555084	0.128111452017329
"Transcript_46632.0"	0.358454006133908	0.663711275152401	0.0531967371154149	0.0801504194775054	-3.64114611884552	0.00157957233614845	0.15964087487818
"Transcript_46708.0"	0.433770328694231	0.867540657388461	0	0	-Inf	0.0326831438343436	0.502570872469221
"Transcript_46732.0"	0.321488819463107	0.11442284384431	0.528554795081904	4.61931182029599	2.20767793662009	0.0494069861255239	0.579881476655363
"Transcript_46746.0"	0.234478009837612	0.419171858632055	0.0497841610431695	0.118767899175382	-3.07378314055449	0.0394412869094777	0.554443026792109
"Transcript_46796.0"	0.371642136548928	0	0.743284273097856	Inf	Inf	0.000352136509479063	0.0839944923898915
"Transcript_46823.0"	0.398594632053532	0.74399252699165	0.0531967371154149	0.0715017089358641	-3.80587846615177	0.015850114105461	0.403321053759543
"Transcript_46826.0"	0.550204974571973	0	1.10040994914395	Inf	Inf	0.0155139383045064	0.396248785050319
"Transcript_46829.0"	0.318178216745451	0.636356433490902	0	0	-Inf	0.0142117435196081	0.368838189042873
"Transcript_46860.0"	0.163326542344206	0	0.326653084688411	Inf	Inf	0.0192394869893714	0.411952104390899
"Transcript_46867.0"	0.56398291698136	1.12796583396272	0	0	-Inf	0.0493236276004609	0.579881476655363
"Transcript_46887.0"	0.271509420005101	0.0411827101322704	0.501836129877931	12.1856023624025	3.60710566345141	0.0110380429686095	0.365296710953196
"Transcript_46891.0"	0.237234977411263	0	0.474469954822527	Inf	Inf	0.00886011389058117	0.323154692393743
"Transcript_46897.0"	0.337255613432191	0.0961722707393076	0.578338956125073	6.01357284879719	2.58822239521356	0.0284267437319222	0.451698491371504
"Transcript_46928.0"	0.236248250217021	0.411827101322704	0.0606693991113367	0.147317645964724	-2.76299784563341	0.0394855034417427	0.554443026792109
"Transcript_46930.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_46979.0"	0.211399357504234	0.422798715008467	0	0	-Inf	0.00412621370857535	0.215320019122768
"Transcript_46988.0"	0.364653928817545	0	0.729307857635091	Inf	Inf	0.000650256833422853	0.101346678064484
"Transcript_46999.0"	0.411993087840216	0.0897101775738919	0.734275998106541	8.18497987590915	3.03297886960575	0.0153290347880579	0.392161610487294
"Transcript_47048.0"	0.418071956106307	0.782947175097198	0.0531967371154149	0.067944222557302	-3.8795053090145	0.0116646263654754	0.368838189042873
"Transcript_47074.0"	0.369536888187045	0.685877039258675	0.0531967371154149	0.0775601661383973	-3.68854029598983	0.00584295505532668	0.275027190483738
"Transcript_47091.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_47102.0"	0.23168560694077	0.402701814770203	0.0606693991113367	0.150655887026377	-2.73067104613144	0.0231550523425806	0.425617728026466
"Transcript_47109.0"	0.0961722707393076	0.192344541478615	0	0	-Inf	0.0489489108969482	0.578444056540221
"Transcript_47187.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_47190.0"	0.32276448228834	0	0.64552896457668	Inf	Inf	0.000870233532375916	0.110623484233496
"Transcript_47196.0"	0.286049509133135	0.572099018266271	0	0	-Inf	0.0142117435392008	0.368838189042873
"Transcript_47199.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_47210.0"	0.315098937952813	0.630197875905627	0	0	-Inf	0.0022233297543146	0.161451767950979
"Transcript_47224.0"	0.208078131697162	0.416156263394324	0	0	-Inf	0.0489489095056992	0.578444056540221
"Transcript_47238.0"	0.361638025283948	0.723276050567895	0	0	-Inf	9.20724812296959e-05	0.0682180272438673
"Transcript_47247.0"	0.266323876490768	0.0641148471595384	0.468532905821998	7.30771305835194	2.86941998680887	0.0356923086156422	0.529797538866541
"Transcript_47254.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_47269.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_47292.0"	0.370152611654612	0.637324325150639	0.102980898158584	0.161583190998153	-2.62965096811513	0.0121166542789042	0.368838189042873
"Transcript_47318.0"	0.229471343728346	0	0.458942687456692	Inf	Inf	0.00188701449774213	0.161451767950979
"Transcript_47349.0"	1.06793992519208	2.13587985038416	0	0	-Inf	0.0411604656820953	0.554443026792109
"Transcript_47369.0"	0.116269170977572	0.232538341955144	0	0	-Inf	0.0489489103738265	0.578444056540221
"Transcript_47415.0"	0.393069501857624	0.786139003715248	0	0	-Inf	0.0439467878632354	0.570527382769755
"Transcript_47418.0"	0.347270973892199	0.694541947784398	0	0	-Inf	0.000187418552835251	0.0682180272438673
"Transcript_47453.0"	0.641035751660974	1.28207150332195	0	0	-Inf	0.0308859537699228	0.481249312104498
"Transcript_47476.0"	0.331036925537803	0	0.662073851075606	Inf	Inf	0.000185078931190039	0.0682180272438673
"Transcript_47535.0"	0.179687182685177	0	0.359374365370353	Inf	Inf	0.00887266472370041	0.323154692393743
"Transcript_47538.0"	0.344720013065505	0	0.68944002613101	Inf	Inf	8.53527597436681e-05	0.0682180272438673
"Transcript_47574.0"	0.167071622490215	0.334143244980429	0	0	-Inf	0.00765772117265056	0.314575828482099
"Transcript_47578.0"	0.131285554752415	0	0.262571109504829	Inf	Inf	0.0417189054593283	0.554443026792109
"Transcript_47679.0"	0.314200460989725	0	0.62840092197945	Inf	Inf	0.00188701445783787	0.161451767950979
"Transcript_47700.0"	0.323786838632746	0.0897101775738919	0.557863499691601	6.21850847672332	2.63656858818986	0.00278003376293825	0.18534191379201
"Transcript_47707.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_47727.0"	0.203691689346234	0.407383378692469	0	0	-Inf	0.00222332983357433	0.161451767950979
"Transcript_47791.0"	0.129903021642007	0	0.259806043284015	Inf	Inf	0.0417189055139727	0.554443026792109
"Transcript_47814.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_47825.0"	0.192278708789467	0	0.384557417578933	Inf	Inf	0.00887266469752887	0.323154692393743
"Transcript_47844.0"	0.268030164526891	0.0641148471595384	0.471945481894244	7.36093904614466	2.87988982481465	0.0356923088537099	0.529797538866541
"Transcript_47949.0"	0.491176926349514	0.982353852699028	0	0	-Inf	0.0193931968927819	0.411952104390899
"Transcript_47982.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_48002.0"	0.3243824021948	0.0411827101322704	0.60758209425733	14.7533295479074	3.88296867513685	0.00278003376118112	0.18534191379201
"Transcript_48022.0"	0.309881176014179	0	0.619762352028359	Inf	Inf	0.000401325170502262	0.0839944923898915
"Transcript_48072.0"	0.367876761100108	0.161715245291351	0.574038276908865	3.54968559627549	1.82769124749583	0.0133461388972059	0.368838189042873
"Transcript_48073.0"	0.393939490867351	0.787878981734702	0	0	-Inf	0.00265184844674092	0.183258989004613
"Transcript_48132.0"	0.487276524817655	0.97455304963531	0	0	-Inf	0.0111943665060768	0.368838189042873
"Transcript_48139.0"	0.565508010544705	1.13101602108941	0	0	-Inf	0.0171767600097646	0.411952104390899
"Transcript_48168.0"	0.214895840039067	0.380007519034965	0.0497841610431695	0.131008357859858	-2.93226924145794	0.0135019805975703	0.368838189042873
"Transcript_48169.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_48210.0"	0.247215181439638	0.494430362879275	0	0	-Inf	0.000347824698268252	0.0839944923898915
"Transcript_48212.0"	0.379608791226767	0.698548183342197	0.0606693991113367	0.086850700578827	-3.5253187033316	0.0418681154065921	0.554443026792109
"Transcript_48240.0"	0.568290072776805	1.13658014555361	0	0	-Inf	0.0406898238358462	0.554443026792109
"Transcript_48246.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_48284.0"	0.204870234893757	0	0.409740469787513	Inf	Inf	0.00887266468699202	0.323154692393743
"Transcript_48330.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_48359.0"	0.248588876664761	0.0320574235797692	0.465120329749753	14.5089741411185	3.85887361195972	0.0110380429929306	0.365296710953196
"Transcript_48403.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_48443.0"	0.156177635273999	0	0.312355270547999	Inf	Inf	0.0192394870064907	0.411952104390899
"Transcript_48469.0"	0.382964671927405	0.0411827101322704	0.72474663372254	17.5983229708487	4.13736604892514	0.0220939619625298	0.41793103903427
"Transcript_48517.0"	0.356450248532767	0.712900497065533	0	0	-Inf	0.00333564971282385	0.215320019122768
"Transcript_48551.0"	0.380530114893977	0	0.761060229787955	Inf	Inf	0.0495967659222278	0.58175934278911
"Transcript_48610.0"	0.149352483129508	0	0.298704966259017	Inf	Inf	0.0192394870462687	0.411952104390899
"Transcript_48621.0"	0.186188579903952	0	0.372377159807905	Inf	Inf	0.0202872303103532	0.411952104390899
"Transcript_48626.0"	0.350502751912615	0.104308647636067	0.596696856189162	5.72049268888077	2.51613940735237	0.0106228979536989	0.365296710953196
"Transcript_48630.0"	6.14704159745876	11.1585368155976	1.1355463793199	0.10176481003608	-3.29668932682544	0.0240845943654838	0.431260462310599
"Transcript_48648.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_48673.0"	0.183814397976351	0.367628795952703	0	0	-Inf	0.0489489095568476	0.578444056540221
"Transcript_48685.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_48690.0"	0.333805730546479	0.161715245291351	0.505896215801607	3.12831492720535	1.64538575594682	0.011038042908219	0.365296710953196
"Transcript_48694.0"	0.25071135916899	0.50142271833798	0	0	-Inf	0.0142117436573937	0.368838189042873
"Transcript_48704.0"	0.472170976594401	0.944341953188803	0	0	-Inf	0.0101751681221217	0.361230204004777
"Transcript_48708.0"	0.293644571107335	0.161715245291351	0.42557389692332	2.63162508987074	1.39595397254189	0.0217301053193659	0.4127804372343
"Transcript_48743.0"	0.67362571580662	0.0897101775738919	1.25754125403935	14.0178214785446	3.80919025120371	0.0406323529811206	0.554443026792109
"Transcript_48823.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_48825.0"	0.0961722707393076	0.192344541478615	0	0	-Inf	0.0489489108969482	0.578444056540221
"Transcript_48830.0"	0.189924910901913	0	0.379849821803826	Inf	Inf	0.00887266468857665	0.323154692393743
"Transcript_48841.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_48842.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_48854.0"	0.451105313670964	0.0320574235797692	0.870153203762159	27.1435788218269	4.76253904438812	0.0159346316994063	0.404593278530592
"Transcript_48880.0"	0.927384671305841	1.85476934261168	0	0	-Inf	0.0395749894260865	0.554443026792109
"Transcript_48897.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_48904.0"	0.253933939941895	0.50786787988379	0	0	-Inf	0.00222332979207932	0.161451767950979
"Transcript_48906.0"	0.397435471117374	0.0823654202645409	0.712505521970207	8.65054193473165	3.11279051680242	0.0264387241075663	0.431938140549651
"Transcript_48930.0"	0.359017827205918	0	0.718035654411836	Inf	Inf	0.00021933121631004	0.0788542818294536
"Transcript_48953.0"	0.389709064926022	0	0.779418129852044	Inf	Inf	0.0134121978489384	0.368838189042873
"Transcript_48967.0"	0.282315281467187	0.161715245291351	0.402915317643023	2.49151103173433	1.31702096189749	0.0423387002639726	0.554443026792109
"Transcript_48973.0"	0.186188579903952	0	0.372377159807905	Inf	Inf	0.0202872303103532	0.411952104390899
"Transcript_48982.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_48989.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_48993.0"	0.344236941340759	0.161715245291351	0.526758637390168	3.25732206905505	1.70368637385009	0.0217301054059042	0.4127804372343
"Transcript_48994.0"	0.266941229959192	0.473213060807047	0.0606693991113367	0.128207363946945	-2.96344896534393	0.0135019803634566	0.368838189042873
"Transcript_49004.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_49019.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_49051.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_49053.0"	0.220583365383297	0	0.441166730766594	Inf	Inf	0.00409180239618752	0.215320019122768
"Transcript_49056.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_49102.0"	0.361390184613568	0.0411827101322704	0.681597659094865	16.5505780679735	4.04880970232676	0.0101116671335318	0.35972019054099
"Transcript_49106.0"	0.571528336166274	1.14305667233255	0	0	-Inf	0.0488846937878666	0.578444056540221
"Transcript_49127.0"	0.39258761856196	0.78517523712392	0	0	-Inf	0.0115346154288164	0.368838189042873
"Transcript_49133.0"	0.201749034749944	0	0.403498069499888	Inf	Inf	0.0192394868150628	0.411952104390899
"Transcript_49171.0"	0.30237621542778	0.494298870701053	0.110453560154506	0.223455012142456	-2.16194368984131	0.0277011419735214	0.443415006542221
"Transcript_49202.0"	0.32764478103777	0.499111926801541	0.156177635273999	0.312911046375575	-1.67617550543617	0.0187668591133837	0.411952104390899
"Transcript_49252.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_49283.0"	0.273480957186346	0.0320574235797692	0.514904490792922	16.0619423925842	4.00557446537024	0.00555931718635317	0.264666487882852
"Transcript_49321.0"	0.156462971454101	0.312925942908201	0	0	-Inf	0.0489489097926968	0.578444056540221
"Transcript_49355.0"	0.303823830367385	0	0.60764766073477	Inf	Inf	0.000185078932772477	0.0682180272438673
"Transcript_49382.0"	0.350171956770314	0.700343913540627	0	0	-Inf	1.57986977031602e-05	0.0682180272438673
"Transcript_49415.0"	0.58888142784294	1.17776285568588	0	0	-Inf	0.04685447526781	0.578444056540221
"Transcript_49436.0"	0.310221295827205	0.104308647636067	0.516133944018343	4.94814146013219	2.30688674544645	0.0356923084672756	0.529797538866541
"Transcript_49441.0"	0.132991842788537	0	0.265983685577075	Inf	Inf	0.0417189053594828	0.554443026792109
"Transcript_49452.0"	0.160287117898846	0.320574235797692	0	0	-Inf	0.00412621380626716	0.215320019122768
"Transcript_49485.0"	0.18038401813711	0.360768036274221	0	0	-Inf	0.00412621375926106	0.215320019122768
"Transcript_49513.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_49527.0"	0.278659229545521	0.557318459091042	0	0	-Inf	0.000645517818154743	0.100876363497368
"Transcript_49530.0"	0.994299745700378	0	1.98859949140076	Inf	Inf	0.0355814333613891	0.529797538866541
"Transcript_49545.0"	0.592808253789091	0	1.18561650757818	Inf	Inf	0.0148784373320403	0.382247340873401
"Transcript_49565.0"	0.169412404451347	0.338824808902695	0	0	-Inf	0.00412621378420618	0.215320019122768
"Transcript_49593.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_49600.0"	0.304661132070961	0.0897101775738919	0.519612086568029	5.79211969723322	2.53409141678929	0.00555931714637664	0.264666487882852
"Transcript_49622.0"	0.135021885750375	0	0.270043771500751	Inf	Inf	0.0417189053726675	0.554443026792109
"Transcript_49629.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_49658.0"	0.171122959265843	0	0.342245918531686	Inf	Inf	0.0192394869793601	0.411952104390899
"Transcript_49689.0"	0.135014198910445	0.270028397820891	0	0	-Inf	0.0263751660295563	0.431260462310599
"Transcript_49708.0"	0.227856778032878	0.455713556065757	0	0	-Inf	0.00412621369706952	0.215320019122768
"Transcript_49714.0"	1.05646751919593	0	2.11293503839185	Inf	Inf	0.0336560463528137	0.514642407803476
"Transcript_49742.0"	0.389375790014105	0	0.778751580028209	Inf	Inf	0.00618353541987458	0.286910168389145
"Transcript_49837.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_49852.0"	0.231186469649753	0.462372939299506	0	0	-Inf	0.000645517831626941	0.100876363497368
"Transcript_49875.0"	0.388957623315636	0.104308647636067	0.673606598995204	6.45782122825922	2.69104750340563	0.0302854302836632	0.473402716853356
"Transcript_49890.0"	0.31361750701214	0	0.62723501402428	Inf	Inf	0.000401325170328054	0.0839944923898915
"Transcript_49912.0"	0.187401059735549	0.325017958427928	0.0497841610431695	0.15317357011277	-2.70676071118005	0.039441287290066	0.554443026792109
"Transcript_49920.0"	0.327300594539842	0	0.654601189079684	Inf	Inf	0.000185078931337124	0.0682180272438673
"Transcript_49959.0"	0.166082712834473	0.332165425668945	0	0	-Inf	0.0263751657279731	0.431260462310599
"Transcript_49977.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_49984.0"	0.194835918717228	0.0411827101322704	0.348489127302186	8.46202511157985	3.08100296698686	0.0423387007331089	0.554443026792109
"Transcript_50000.0"	0.216523279459621	0	0.433046558919241	Inf	Inf	0.00409180240189845	0.215320019122768
"Transcript_50014.0"	0.190808002438099	0.381616004876197	0	0	-Inf	0.00765772110757828	0.314575828482099
"Transcript_50071.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_50101.0"	0.137354980871578	0.274709961743156	0	0	-Inf	0.014211744082816	0.368838189042873
"Transcript_50113.0"	0.194500656704622	0.389001313409245	0	0	-Inf	0.00765772109328254	0.314575828482099
"Transcript_50137.0"	0.318264888120525	0.522663640014299	0.113866136226752	0.217857389551025	-2.19854404572512	0.0170086442171035	0.411952104390899
"Transcript_50227.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_50241.0"	0.849784472857726	0	1.69956894571545	Inf	Inf	0.0252744197122385	0.431260462310599
"Transcript_50249.0"	0.359919283373498	0.0823654202645409	0.637473146482454	7.73957255890908	2.95225389141226	0.0173047029376275	0.411952104390899
"Transcript_50261.0"	0.805641470832436	1.61128294166487	0	0	-Inf	0.0204376709707079	0.411952104390899
"Transcript_50264.0"	0.23491396276243	0	0.46982792552486	Inf	Inf	0.00188701449575666	0.161451767950979
"Transcript_50274.0"	0.456695008736022	0	0.913390017472044	Inf	Inf	0.00825448455866485	0.323154692393743
"Transcript_50297.0"	0.449967979079261	0.796146850809684	0.103789107348839	0.130364275438991	-2.93937952216063	0.0364952477258538	0.538307200410392
"Transcript_50342.0"	0.455713556065757	0.911427112131514	0	0	-Inf	0.00809535899392384	0.322943654024455
"Transcript_50413.0"	0.267816276815938	0.0521543238180335	0.483478229813842	9.27014664212113	3.21259216066177	0.0110380429709145	0.365296710953196
"Transcript_50445.0"	0.300099880115083	0.514346904668812	0.0858528555613544	0.166916248123696	-2.58280369712795	0.00782775891279339	0.314575828482099
"Transcript_50506.0"	0.221142701993767	0.381616004876197	0.0606693991113367	0.158980227076742	-2.65308075121555	0.0394412868525949	0.554443026792109
"Transcript_50521.0"	0.144139485462947	0.288278970925893	0	0	-Inf	0.0263751659252071	0.431260462310599
"Transcript_50558.0"	0.456334629849302	0.0897101775738919	0.822959082124713	9.17353085659499	3.19747712846081	0.0219010444717099	0.415085707675013
"Transcript_50559.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_50566.0"	0.321193811983182	0.642387623966365	0	0	-Inf	0.000347824688981179	0.0839944923898915
"Transcript_50584.0"	0.511573105682521	1.02314621136504	0	0	-Inf	0.0444488851018828	0.573076782204851
"Transcript_50589.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_50620.0"	1.18873446937164	2.37746893874329	0	0	-Inf	0.0488716020450644	0.578444056540221
"Transcript_50674.0"	0.362837273597821	0.0411827101322704	0.684491837063372	16.6208545980807	4.05492265826612	0.00348931995175604	0.215320019122768
"Transcript_50733.0"	0.206900277855595	0	0.41380055571119	Inf	Inf	0.00887266466843623	0.323154692393743
"Transcript_50752.0"	0.313971688928508	0	0.627943377857016	Inf	Inf	0.00409180232580459	0.215320019122768
"Transcript_50754.0"	0.127872978680169	0	0.255745957360338	Inf	Inf	0.0417189054586845	0.554443026792109
"Transcript_50795.0"	0.192278708789467	0	0.384557417578933	Inf	Inf	0.00887266469752887	0.323154692393743
"Transcript_50836.0"	0.164730840529082	0.329461681058164	0	0	-Inf	0.0142117439133903	0.368838189042873
"Transcript_50855.0"	0.390444088184998	0	0.780888176369997	Inf	Inf	0.00072141760701912	0.110623484233496
"Transcript_50863.0"	0.2172366220002	0.384689082957231	0.0497841610431695	0.129414020955475	-2.949934164828	0.00782775915393305	0.314575828482099
"Transcript_50879.0"	10.6307367799131	17.2799591461344	3.98151441369173	0.230412258502498	-2.11771062111797	0.0363527155903164	0.53688050378622
"Transcript_50928.0"	0.165647961234477	0	0.331295922468954	Inf	Inf	0.0417189050632885	0.554443026792109
"Transcript_50929.0"	0.257887516030658	0.515775032061316	0	0	-Inf	0.0142117435795881	0.368838189042873
"Transcript_50930.0"	0.142494547746297	0	0.284989095492595	Inf	Inf	0.041718905298066	0.554443026792109
"Transcript_50932.0"	0.268883813481208	0.0897101775738919	0.448057449388525	4.99449963767458	2.32034015221113	0.0488568798644404	0.578444056540221
"Transcript_50938.0"	0.318736371120508	0	0.637472742241017	Inf	Inf	0.000401325170080338	0.0839944923898915
"Transcript_50944.0"	0.123548130396811	0.247096260793623	0	0	-Inf	0.0489489103005014	0.578444056540221
"Transcript_50949.0"	0.34923725522482	0.123548130396811	0.574926380052828	4.65346078654757	2.21830405009816	0.028426743652786	0.451698491371504
"Transcript_50981.0"	0.324938288201567	0.649876576403133	0	0	-Inf	0.0280507253738761	0.447787689555949
"Transcript_51004.0"	0.480802926655675	0.91182169226818	0.0497841610431695	0.0545985706035684	-4.19499300804603	0.0348103810788787	0.526984746056433
"Transcript_51017.0"	0.185322195595217	0.370644391190434	0	0	-Inf	0.0210541871130974	0.411952104390899
"Transcript_51024.0"	0.192843678769632	0.325017958427928	0.0606693991113367	0.186664759709855	-2.42147850685536	0.0394412874196386	0.554443026792109
"Transcript_51034.0"	0.252333381288093	0	0.504666762576186	Inf	Inf	0.000870233545470146	0.110623484233496
