"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pvalue"	"padj"
"Transcript_14443.0"	3.3884186660923	45.0767577551961	0	0.0301596576723614	-5.05123613640652	0.00131250600098107	0.999933927310508
"Transcript_144783.0"	1.00054725919689	0	2.00109451839378	11.3408284721724	3.50345413102609	0.0339440253578664	0.999933927310508
"Transcript_144829.0"	3.14699764272725	6.29399528545449	0	0.0606152693090889	-4.04417492773225	0.0194778110020424	0.999933927310508
"Transcript_144831.0"	1.28963701032921	2.52607728354301	0.0531967371154149	0.0579165491686601	-4.10988054463217	0.00204832923514617	0.999933927310508
"Transcript_144932.0"	0.447187720849891	0.894375441699782	0	0.097242704716526	-3.3622661686124	0.0414653977374309	0.999933927310508
"Transcript_145093.0"	2.4265088588342	0.36890441317098	4.48411330449742	5.8113600869417	2.53887585055805	0.0464874859393169	0.999933927310508
"Transcript_145301.0"	3.39857670774454	0.261760528745909	6.53539288674316	8.40225398120197	3.07077639590328	0.0376487964674198	0.999933927310508
"Transcript_145710.0"	2.00980818859808	0.134519744082574	3.88509663311358	9.44186206033942	3.23907140622956	0.023368543385929	0.999933927310508
"Transcript_145712.0"	0.980343582284762	0	1.96068716456952	10.9913790164549	3.45830049804355	0.037078772956926	0.999933927310508
"Transcript_145840.0"	2.24190387310636	0	4.48380774621272	10.8408844220737	3.43841055446577	0.0478138666061297	0.999933927310508
"Transcript_146421.0"	2.28005778928046	4.56011557856093	0	0.0796577141252195	-3.6500421093637	0.0357962265761437	0.999933927310508
"Transcript_146463.0"	1.68589975747227	0.210595114583618	3.16120440036092	6.42887798687274	2.68456697020925	0.0271399086059875	0.999933927310508
"Transcript_146513.0"	2.8085452218765	5.55642104464166	0.0606693991113367	0.0646476417415438	-3.95125844634142	0.013691809927724	0.999933927310508
"Transcript_146604.0"	0.747203926504252	1.43373845389717	0.0606693991113367	0.119344095124939	-3.0668009079793	0.0463594103526114	0.999933927310508
"Transcript_147458.0"	1.74852533942577	3.49705067885154	0	0.0848979194079464	-3.55812699166918	0.0414625307961769	0.999933927310508
"Transcript_147757.0"	1.43337155837172	2.86674311674344	0	0.0564616593663178	-4.14658466062617	0.00966686612456	0.999933927310508
"Transcript_148114.0"	0.837392536849881	0.0641148471595384	1.61067022654022	8.11634782751869	3.02083069337003	0.0240771682765453	0.999933927310508
"Transcript_148190.0"	2.60204819190562	5.20409638381124	0	0.0511850602350125	-4.28813340826131	0.00973925420496797	0.999933927310508
"Transcript_14845.0"	3.71094295093051	58.3648500898238	0.205961796317169	0.0907442529863401	-3.46204991251372	0.0232298176939971	0.999933927310508
"Transcript_149287.0"	1.14142764121264	0	2.28285528242529	13.1008583313197	3.71158943106018	0.0229513586634021	0.999933927310508
"Transcript_149495.0"	1.96291343364122	3.30826951657931	0.61755735070312	0.139945295861519	-2.83706510209101	0.0287393389914939	0.999933927310508
"Transcript_149633.0"	0.639132075443629	0.0411827101322704	1.23708144075499	8.46798922204003	3.0820194331009	0.0274891102295434	0.999933927310508
"Transcript_14967.0"	6.14576951501708	11.6668284889382	29.084964897843	0.0978293922836155	-3.35358820996389	0.0139157250754923	0.999933927310508
"Transcript_150200.0"	1.47757576110705	0	2.95515152221409	11.8496661388701	3.56677450704198	0.0330721726364539	0.999933927310508
"Transcript_150298.0"	0.419003309985373	0.838006619970746	0	0.0984492818108672	-3.3444755080936	0.042864656274978	0.999933927310508
"Transcript_150476.0"	0.594645627891285	1.38683537374065	1.1481085456503	7.65263298245504	2.93595621018173	0.0398536809227346	0.999933927310508
"Transcript_15048.0"	21.5659026557318	37.1261522457216	6.00565306574197	0.191345694456177	-2.38574665615744	0.0307055406727686	0.999933927310508
"Transcript_150653.0"	2.31693701210776	0	4.63387402421551	17.4956170763176	4.12892164470338	0.0116909867704882	0.999933927310508
"Transcript_150658.0"	2.21594294212092	4.43188588424185	0	0.0827163250910821	-3.59568409854454	0.0388554846950975	0.999933927310508
"Transcript_150694.0"	1.05670202255631	2.06361988406946	0.0497841610431695	0.0978873229911838	-3.35273415570647	0.0363430340792539	0.999933927310508
"Transcript_150743.0"	0.695660287084158	1.39132057416832	0	0.0860431325366515	-3.53879614045743	0.0359871829677378	0.999933927310508
"Transcript_15187.0"	11.5435936808265	27.8665718163859	21.2512434920396	7.70165940811833	2.94516932398098	0.00608794940066677	0.999933927310508
"Transcript_151909.0"	0.831479583066119	0	1.66295916613224	12.3406755614728	3.62534946850835	0.0216100421289437	0.999933927310508
"Transcript_152149.0"	2.04109262211673	0.161715245291351	3.92046999894211	11.0559551536426	3.46675176372286	0.0130255820585117	0.999933927310508
"Transcript_15256.0"	13.5343682842336	4.63729837276581	22.4314381957014	3.69111481925381	1.88405661609656	0.032179806132591	0.999933927310508
"Transcript_15408.0"	17.6028296389832	26.8885320531462	8.31712722482024	0.322655666857627	-1.63193273087865	0.0312600727030826	0.999933927310508
"Transcript_154181.0"	0.986952010652097	0	1.97390402130419	14.4453972756412	3.85253797616725	0.011417966576433	0.999933927310508
"Transcript_154276.0"	2.38511750528024	4.77023501056048	0	0.07629632220853	-3.71224267477779	0.0327143041675699	0.999933927310508
"Transcript_154370.0"	0.86506283956984	0	1.73012567913968	10.9961570001295	3.45892750540409	0.0302347860160837	0.999933927310508
"Transcript_154743.0"	1.39765888272374	0	2.79531776544747	22.6025442738657	4.49841327481492	0.00195273598193301	0.999933927310508
"Transcript_15762.0"	15.201568305343	26.1762920843627	4.22684452632336	0.206459323039652	-2.2760705274298	0.035313830822958	0.999933927310508
"Transcript_15890.0"	2.53383579971522	4.44855675725351	0.619114842176928	0.188121760281021	-2.410261358021	0.0423254407901013	0.999933927310508
"Transcript_159665.0"	2.08771324780185	4.17542649560369	0	0.0925846154297302	-3.43308370565421	0.049867488403836	0.999933927310508
"Transcript_15972.0"	51.5183461798804	14.6408412581043	88.3958511016566	4.92643598323482	2.30054431013844	0.0151680377179579	0.999933927310508
"Transcript_160037.0"	0.810011422097425	0	1.62002284419485	14.2767321497445	3.83559388861872	0.0131392284369836	0.999933927310508
"Transcript_160182.0"	2.37908631480478	4.75817262960956	0	0.0804754788106267	-3.6353069343419	0.0375071177337225	0.999933927310508
"Transcript_160233.0"	6.73096878984125	12.8941643900226	0.56777318965995	0.0854772901088624	-3.54831501889068	0.0266224619076119	0.999933927310508
"Transcript_16026.0"	9.93247485324096	17.5292092634425	2.33574044303939	0.168754468511108	-2.56700239057005	0.0165861008323172	0.999933927310508
"Transcript_161696.0"	1.66157069620086	0.161715245291351	3.16142614711036	9.5217149335225	3.25122143732214	0.0258496951150946	0.999933927310508
"Transcript_162135.0"	0.889954920091424	0	1.77990984018285	11.340276857236	3.50338395700928	0.027951319641471	0.999933927310508
"Transcript_162316.0"	1.17951215549835	0.0641148471595384	2.29490946383715	7.93207011144156	2.98769742958164	0.0467031960827591	0.999933927310508
"Transcript_162540.0"	1.33537830189542	0	2.67075660379084	15.5182855271012	3.95589727108644	0.0106379030784121	0.999933927310508
"Transcript_16278.0"	17.5309695527228	31.0905757803128	3.97136332513272	0.137888776933825	-2.8584230573308	0.00291783532739357	0.999933927310508
"Transcript_162795.0"	0.864819434313536	0	1.72963886862707	12.4997630843672	3.64382884575491	0.0174429608804717	0.999933927310508
"Transcript_163084.0"	0.456975249146784	0.913950498293568	0	0.0940792604652867	-3.40997947023881	0.0389212367450432	0.999933927310508
"Transcript_16359.0"	8.78211293407871	17.5642258681574	0	0.0230239506177785	-5.44072078690122	0.000963981416404946	0.999933927310508
"Transcript_16510.0"	35.1048085003326	52.5294261248098	17.6801908758553	0.35732086719628	-1.48470792649589	0.0340778579672769	0.999933927310508
"Transcript_165360.0"	1.44098904730536	2.88197809461071	0	0.0689769618838143	-3.85774160362137	0.0214397709685062	0.999933927310508
