Name	heart1	spleen1	lung1	colon1	liver1	kidney1	skeletal_muscle_tissue1	brain1	testis1	brain2	kidney2	colon2	liver2	lung2	skeletal_muscle_tissue2	spleen2	testis2	brain3	colon3	heart3	kidney3	liver3	lung3	skeletal_muscle_tissue3	spleen3	testis3
MGI:108481	1183.13	8392.15	3852.86	10353	10.287	8904.04	7960.99	1666.54	2497.88	2751.12	7852.32	4930.25	3123.6	4436	5556.16	7076.63	3274.84	1060.55	3774.37	643.199	2844.91	1246.1	15199.8	3473.87	7586.42	1257.43
MGI:1919168	1207.66	4918.88	2351.92	1384.12	9258.83	1160.74	14121.1	6187.82	1088.1	5846.83	1425.6	673.169	16570.9	2542.47	9489.5	5462.57	967.117	1500.58	466.303	829.181	234.169	5194.98	11451.8	1947.55	4632.45	262.862
MGI:3040693	1080.6	17103.1	4873.82	12009	10.861	12163.9	4712.81	7751.43	5252.38	8880.46	13443.8	6473.54	9645.77	5998.67	4071.71	19506.2	5574.85	3673.48	2884.18	839.206	3265.93	2223.6	26432.1	1776.57	18609.8	1671.39
MGI:98147	18481.5	113341	18521.6	35637.6	7.831	16044.5	17993.3	14804.1	23433.2	8816.73	10523.5	16988.7	7526.55	13772.1	7115.02	45650.9	10710	4729.45	15130.4	5944.24	3195.83	3365.19	34729.5	3123.64	79123.6	8236.83
MGI:1353644	29	430	932	412	97	8153	774	245	72	256	2464	151	132	1310	701	746	37	42	198	18	1059	39	7013	235	538	6
MGI:1916406	67	639	95	805	285	630	254	360	249	296	349	503	188	139	107	373	217	146	383	44	166	128	447	62	629	59
MGI:106915	9505.54	10396.4	5359.87	26610	14.02	16305.8	19862.4	9286.64	28928.4	6639.52	9599.47	8817.25	3029.34	3249.1	8864.07	6466.45	15912.5	3867.11	6866.06	4453.76	4330.75	2169.97	11361.9	5084.8	11755.4	11527.2
MGI:1351599	6.025	3.142	13.05	21.448	6.776	62.304	10198.7	41.93	13007.1	103.106	62	3	10	17	12802.1	5	12859.2	15.117	6.026	3.008	20.044	2.001	32.04	2303.22	8.526	4564.25
MGI:98927	2901.77	8679.37	10120.1	5761.29	901.1	6706.13	9440.76	3430.37	6406.86	3870.75	5519.1	1597.51	4016.8	8591.21	6289.04	6568.03	5122.72	1539.05	1242.2	1487.03	2058.95	1519.24	37435.9	1960.67	12788.1	1723.59
MGI:88259	1423.79	4825.26	2059.96	2238.89	1192.29	3439.56	16643.9	17335.2	3544.86	17665.7	2691.15	839.002	1853.27	2727.93	13567.1	5012.15	3394.24	7420.24	719.748	665.836	878.399	501.668	6172.52	4116.14	4117.06	1166.11
MGI:1919746	1542.58	12168.7	3947.13	17063.8	96.151	11616.3	5996.75	4469.55	9074.77	5976.6	10229.1	7122.67	9511.94	4150.42	4394.29	14121.9	7232.95	2421.48	4700	925.719	5105.12	4414.2	13882.8	1907.56	16667.7	4033.56
MGI:1916010	1092.06	42.021	44.036	65.944	3.001	447.42	22886.1	47.888	159.925	82.879	331.88	50.039	24.022	66	15975	46.153	178	23.047	18.432	565.281	133.76	14.017	410.089	5214.42	34.081	37.2
MGI:1929471	13.041	3.011	8.017	5.006	1.015	0	160572	2.03	40.059	7	5.001	1	2	15	135287	10	22.947	2.006	10.026	9.018	2.004	0	14.227	38124.5	3.006	10.623
MGI:107163	1574.96	7387.86	1831.89	3254.04	1790.39	2881.19	18782.8	15134.2	2260.47	14287.2	2560.37	954.514	1305.39	1996.12	14400.8	5545.62	1730.3	7381.22	697.377	700.458	860.858	601.524	4269.12	4142.23	7075.73	778.006
MGI:1922093	108.365	2039.75	205.547	495.413	226.862	226.373	2882.15	298.524	594.11	248.216	165.893	183.1	131.19	228.031	1810.05	1230.83	439.503	139.719	171.732	72.183	84.385	64.178	715.783	6677.65	1690.44	204.865
MGI:88031	2112.26	6456.74	4043.48	8180.23	6365.53	9473.41	4612.35	4905.57	1523.24	5035.35	8171.59	2646.4	5336.99	4125.25	4108.02	5351.54	1149.39	2371.64	1972.77	1292.04	2979.03	2285.23	11172.7	1372.27	6437.66	643.027
MGI:1913492	1159.62	2290.9	441.566	1436	1320	1708	1453	720.426	546	748.991	1690	977	1351	542	1207	1451	433	304.741	600	507	509	361.681	1259.55	369	1976.94	243.652
MGI:1915326	345	6847.03	611.901	1544.24	375.975	982.946	846.814	1363.9	4257.16	1141.97	1004	663.994	289.999	741.021	694.988	4117.47	3036.85	477.934	621.819	135.945	332.94	101.916	1985.69	245.938	7339.13	1570.85
MGI:1914975	596.621	1719.73	539.169	1050.28	1.134	1120.65	1183.02	886.074	460.979	1280.87	1368.62	548.06	1173.46	753.023	963.909	1782.67	368.599	443.473	350.99	290.229	384.343	375.923	2018.05	442.448	1695.52	175.495
MGI:1336175	24.042	2018.76	296.221	6383.06	2648.61	16473.3	76.15	60.046	1409.18	62.096	17435.4	3236.01	8887.14	417.893	94.018	1741.32	1353.45	18.097	1561.76	15.017	6622.85	2913.01	846.849	23.827	1821.98	428.589
MGI:1915295	2890.17	7808.82	2221.36	6026.5	5380.62	6091.92	6816.34	3452.21	8012.23	2698.79	4777.95	2990.26	3069.08	1909.7	3544.52	3986.74	4384.1	1204.81	1708.88	1283.48	1547.12	1030.15	4682.11	1312.86	6118.88	2804.8
MGI:3646663	0	0	0	0	0	0	2.923	8.424	2293.88	3.24	0	0	0	0	1.119	0	891.517	0	0	0	4.469	0	0	0	1.264	374.332
MGI:3780414	2.301	13.957	0.001	6.081	0.002	2.491	0.001	0.001	285.345	11.474	4.186	0	2.821	4.508	4.411	2.832	291.258	0.001	0.001	0.001	0.001	0	0.001	0	13.129	33.687
MGI:5623984	23.936	201.177	40.42	142.835	19.978	85.947	43.002	199.991	1526.38	937.056	251.261	362.552	252.211	474.567	136.304	487.947	1068.95	145.341	36.908	19.996	31.949	33.775	236.153	19.307	397.491	378.806
MGI:1913730	5347.47	33592.7	5705.5	17153.9	10834.6	9846.37	9437.87	6557.82	6065.92	6586.77	8734.16	7724.23	7998.25	5922.99	5976.07	13424.3	2631.27	2589.66	5277.54	2865.66	3283.02	2423.97	11500.4	2183.24	23614.3	1950.06
MGI:1924911	7.071	60.632	15.27	35.704	9	55.929	9.078	22.38	17.122	19.148	59.355	19.179	43.23	25.148	4.004	23.27	4.042	8.18	18.905	2.004	15.212	7.07	49.515	2.058	34.364	3.12
MGI:2449205	4442.52	4401.12	6304.28	8091.81	9132.59	11905.5	11303.8	10388.5	1988.89	9126.31	9563.16	1659.15	6765.74	6026.25	10952.8	4002.58	1589.33	3515.11	1121.28	2057.61	2730.7	2519.95	14921.7	2276.95	4715.74	546.177
MGI:107757	268.183	1056.91	280.013	1129.44	1855.03	2089.94	841.494	987.592	4449.28	1006.01	1889.41	655.271	2156.03	468.541	1355.03	1233.01	4648.84	236.175	438.363	120.589	578.794	443.403	865.594	301.143	1289.16	1700.61
MGI:98743	1566.6	954.482	2149.54	4680.7	91.228	11179.1	3046.05	5332.63	848.268	7433.65	7222.47	1823.21	7074.81	1986.99	4230.6	976.318	657.462	2817.54	1866.27	412.398	2278.62	3010.92	4628.9	2076.48	813.412	261.753
MGI:97857	1068.87	1151.46	1580.17	564.344	917.399	2180.7	1401.52	929.168	1741.81	2841.98	2895.5	349.73	863.094	1716.99	2976.14	669.333	1004.96	402.26	224.651	439.893	477.478	357.685	2752.49	478.177	631.63	509.82
MGI:98791	2038.76	14764	4176.64	5581.98	21.782	3778.96	2634.28	7348.39	2331.74	5159.57	2647.04	1259.13	1783.62	2607.39	1972.57	9571.77	1610.92	2937.77	1371.75	656.723	852.018	926.061	9048.02	723.556	14625.9	679.93
MGI:1918397	314.756	1050.55	375.325	1647.55	1568.02	2608.43	1216.33	736.086	2315.09	742.172	3017.91	505.8	3123.22	382.889	1152.83	1166.21	2627.78	231.147	240.782	125.856	681.977	598.598	1179.49	284.347	1185.11	641.875
MGI:2384996	1128.19	139.924	99.175	91.639	2.005	335.761	155.26	1255.36	13.552	1178.38	323.176	47.032	4.028	109.334	223.439	91.032	11.923	292.968	53.101	435.084	82.553	1.013	313.987	132.346	93.882	14.457
MGI:2685128	9.644	141.53	324.683	11982.6	37.696	47.381	20.092	545.279	2766.45	921.112	83.398	145.273	17.122	349.119	20.357	119.015	1677.78	191.187	275.286	7.213	21.978	15.531	417.353	34.082	286.191	471.762
MGI:96553	99	908	378	148	0	117	72	68	1822	222	63	89	98	215	66	761	2022	66	251	123	66	117	2657	34	1730	198
MGI:109304	0	0	1	0	0	0	0	5	58	7	0	0	1	0	0	0	33	25	0	1	2	0	3	0	2	76
MGI:3030554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1913663	1721.74	3589.59	1481.39	3603.47	3978.91	4762.13	8371.53	3250.05	3651.63	3187.03	3189	1247	3479	1225.01	5259.83	2813.01	2565.79	1540.57	1086.92	872.238	1404.68	1180.79	3155.83	1433.8	4293.2	1729.15
MGI:1924122	9.293	247.983	48.012	1883.21	4.019	42.938	14.002	211.303	18857.9	284.081	41.199	801.022	9.17	45.155	22	310.896	14849.4	114.451	397.307	10.012	24.755	6.003	92.191	8.002	231.819	5723.69
MGI:2179277	1079.32	8147.47	2581.33	5358.52	26.325	7220.1	2458.99	2870.43	4126.47	4178.91	6048.35	2202.44	3270.18	3166.62	3128.95	7534.54	3431.29	1069.82	1117.04	354.847	957.148	987.926	5828.18	622.958	5478.35	923.575
MGI:2685127	26.067	98.73	468.322	79.059	29.173	115.926	204.569	82.954	129.589	91.695	31.024	13.129	14.751	243.028	75.427	30.905	44.977	50.837	33.986	18.667	33.927	15.374	453.452	133.401	63.087	43.748
MGI:3045373	0	0	522.091	0	0	0	0	17.004	11	40	0	0	0	496	0	0	8	8.008	0	0	0	0	684	0	0	1
MGI:1919253	57.802	285.196	180.342	141.323	156.955	3235.41	59.69	4814.71	755.308	7473.85	216.136	40.716	54.366	109.197	168.791	101.206	422.848	2307.51	56.202	8.782	36.098	19.425	100.612	40.827	175.169	178.933
MGI:1859823	1	2	1	0	0	2	0	1313	3	1588	1	0	0	0	7	0	1	918	0	0	0	0	8	0	0	4
MGI:6121560	139.544	1127.87	396.444	528.403	1.002	895.895	219.974	606.081	897.055	374.618	687.902	255.206	82.647	300.606	148.364	624.252	506.718	228.151	179.021	67.467	181.851	45.293	860.275	85.021	863.911	243.777
MGI:97814	9145.64	3206.59	8927.27	4290.38	65.02	12795.3	2369.82	9398.63	4383.97	13199	13629.4	2911.44	6454.86	13393.4	4815.82	2227.64	4691.43	4003.49	806.528	1538.34	2089.51	1935.15	16092.4	2372.03	2976.25	992.974
MGI:3782011	8526.33	1162.42	804.657	7806.9	4728.05	11215.5	50934.2	7184.08	1103.72	5369.63	3429.45	1830.68	6908.76	447.98	24165.8	1150.62	317.459	6559.11	5376.8	3524.89	10812.6	2925.52	3204.96	27694.1	2207.16	461.234
MGI:1201784	0.004	67.169	140.063	14637.7	6.238	394.864	6.985	14.728	9658.39	112.663	479.701	5592.81	42.993	68.37	8.018	28.106	7527.1	24.649	2390.48	0.913	185.087	7.35	153.635	16.338	34.392	2875.17
MGI:3052332	270.815	298.713	138.769	96.803	2.114	160.619	151.037	0	129.079	0	247.122	43.473	21.967	152.977	153.646	146.872	118.882	0	6.816	78.276	12.758	1.547	299.992	61.836	215.445	26.09
MGI:3041256	138.103	382.128	347.794	37.164	8.016	4723.94	72.035	12532.5	445.903	19450.4	6494.3	25	15.006	325.005	94.15	247.187	228.343	4914.29	42.174	255.474	1360.58	17.028	7747.11	123.664	398.223	90.196
MGI:1915513	13355.1	6008.73	1898.12	5506.67	6854.19	9648.85	11304.9	5519.38	8684.3	5686.89	7763.45	2655.54	5433.21	2053.1	8975.5	4098.33	6603.87	2505.06	1629.4	4377.95	3072.86	2769.4	4153.15	4877.9	5337.19	3293.06
MGI:1289230	841.164	15208.7	1984.05	4669.43	57.108	4297.75	1046.52	3362.66	4893.07	3775.59	3291.36	1751.42	2658.49	2503.83	872.338	13808.4	3182.56	1118.63	988.02	322.92	1005.5	1139.33	4939.02	384.655	10964	2368.45
MGI:1914303	0	579.559	188.247	309.931	46.677	496.114	312.261	586.028	400.814	397.135	327.297	178.121	115.859	128.545	453.099	720.929	0.002	0	114.207	0	0	0	122.706	0	820.472	0
MGI:1920773	129.136	1175.29	110.012	118.898	31.48	575.192	705.246	443.164	14339.6	1499.36	516.535	63.756	33.515	139.225	212.587	1881.07	11489	373.957	61.418	49.167	115.869	15.932	370.618	156.756	1177.98	6841.73
MGI:5791357	0	23.282	0	7.06	9.799	2.004	0	1.725	292.466	3	0	0	6.103	3	0	16.268	245.27	1.002	2	0	0	4	1.133	0	20.176	115.261
MGI:2446089	1785.68	6800.72	4557.65	21319.9	175.886	17808.9	1800.44	8088.48	6199.72	13074.5	12074.5	6982.07	11126.6	3263.33	1798.83	8234.65	3974	3949.17	4039.19	1276.29	5356.6	4011.05	15024.8	667.377	7073.18	1628.62
MGI:5477155	0	1	3	3	0	0	0	0	1933	0	0	0	0	1	2	0	1436	0	0	0	4	0	3	0	0	535
MGI:5621303	0.001	4.912	5.402	0	0.001	1.696	5.268	46.056	13.19	50.065	4.389	2.539	2.325	0	12.404	55.133	6.883	0	0	0	0.001	0	1.72	0.001	5.196	1.855
MGI:3781927	169.506	47.273	0.003	47.045	5.841	14.473	41.801	416.991	229.012	379.653	0.002	0.002	2.304	4.491	106.374	98.974	520.893	87.765	0.003	76.121	4.324	0	3.764	6.705	72.382	68.398
MGI:3781930	0	0	1.081	0	4.619	2.298	0	24.649	405.737	0	0	0	0	0	2.103	5.716	616.04	20.66	0	16.925	0	0	0	7.899	1.652	260.51
MGI:1925361	64.858	381.219	82.384	258.065	3.885	418.056	93.01	294.155	1242.74	483.333	297.899	100.408	201.941	63.977	77.553	478.269	857.879	55.797	32.231	35.803	67.159	27.382	226.218	15.196	307.486	229.236
MGI:3646487	0	8.95	0	2.422	0	0	0	0	835.263	2.068	0	0	0	0	0	3.324	627.811	0	0	0	2.703	0	0	0	6.411	392.964
MGI:3781914	158.397	160.546	19.871	12.524	0.003	3.772	54.797	394.424	139.039	369.076	7.076	6.916	1.001	22.199	111.174	311.365	226.402	71.398	1.989	111.851	0.005	0	16.127	40.54	114.553	37.243
MGI:3646563	0	0	0	0	0	0	0	0	2.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1316662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.117
MGI:3646103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3781872	65.947	0.002	6.265	0.002	0.003	0.002	49.971	704.237	0.002	423.755	0.001	0.001	0	0.001	0.002	77.496	0.001	120.153	0.002	7.296	0.002	0	0.001	11.165	21.424	0.001
MGI:5590194	207.817	254.81	31.589	59.999	5.184	104.239	125.912	525.648	3433.69	239.214	99.624	16.49	5.095	88.436	325.49	104.255	3012.21	65.199	4.022	59.108	38.947	4.083	432.927	60.777	189.134	1185.56
MGI:1915131	892.539	4366.1	670.53	3291.64	708	2112.95	952.292	1495.93	291.424	1929.02	2346	2338.02	772	1130.12	826	2988	217	707.457	1318.83	527.581	555.387	217.75	2404.61	185.359	3112.03	130.305
MGI:3781861	0	0	0	0	0	0	0	0	33.279	1.781	0	0	0	0	0	0	63.84	0	0	0	0	0	0	0	0	12.772
MGI:3711272	103.176	16.91	15.63	0.007	0.006	7.38	36.419	343.654	72.288	243.925	15.665	1.499	0	20.34	56.842	72.719	27.975	82.68	4.548	15.083	1.662	0.002	15.974	17.509	17.519	0.004
MGI:3781843	18.795	16.729	11.729	0.004	0.003	10.778	11.81	197.666	42.087	224.653	2.71	1.427	0	15.584	29.226	37.637	95.574	25.691	0.002	3.02	0.006	0	0.004	15.23	7.885	3.727
MGI:3648195	0	0	0	0	0	0	0	0	437.368	0	0	0	0	0	0	0	716.857	1.422	0	0	0	0	0	0	0	238.18
MGI:3781812	166	145.789	51.34	56.54	0	19.484	77.723	335.113	291.04	412.412	17.904	60.278	3.399	122.037	89.24	285.846	251.503	146.063	37.24	103.404	16.797	0	154.72	78.451	213.159	79.311
MGI:3779779	0	0	0	0	0	0	0	0	58.477	0	0	0	0	0	1.548	0	94.59	0	0	0	0	0	1.121	0	0	5.455
MGI:2684854	14.404	253.075	101.679	154.729	0.113	119.332	24.409	86.541	214.525	88.702	88.067	91.096	16.032	71.972	20.005	268.422	175.412	19.904	64.507	20.683	27.892	6.119	248.807	6.067	248.754	60.104
MGI:3704424	0.267	13.192	1.147	0.037	2.116	7.854	3.573	11.197	793.437	13.937	2.15	7.875	0.025	1.298	33.518	5.265	1684.94	5.001	0.106	2.15	3.764	0.136	0.028	0.063	4.039	281.059
MGI:3781805	143.172	70.791	15.544	8.219	0	0	41.309	196.573	330.27	157.48	6.901	6.929	0	9.696	29.152	81.012	256.677	95.253	0	65.779	0	0	29.211	4.83	52.678	145.515
MGI:3779798	5.852	15.167	1.248	1.991	0	4.66	3.155	15.99	444.617	3.549	0	0	0	0	15.581	3.105	504.904	1.471	0	0	0	0	3.051	0	4.085	175.194
MGI:3781768	57.874	106.502	7.16	18.55	1.19	21.153	32.991	98.307	497.721	118.615	10.858	12.963	0	17.954	40.851	37.094	439.885	33.774	0	60.972	12.473	0	16.958	25.177	61.041	110.27
MGI:3647179	0	0	0	0	0	0	0	0	112.309	4.192	0	0	0	0	0	0	230.026	0	0	0	0	0	2.129	0	0	16.812
MGI:5434458	0	0	0	0	0	0	0	0	2311.57	1.345	2.086	0	0	0	0	0	2098.26	0	0	3.933	5.012	0	0	0	0	1051.03
MGI:3781652	0	0	0	0	0	2.947	0	0	203.54	0	0	0	0	0	0	1.233	138.656	0	0	0	0	0	0	0	0	53.762
MGI:96562	34.015	7035	793.518	661.252	51.014	70.012	10.002	75.021	7.505	47.013	47.001	336	35	992.001	8.342	8024.99	19.002	29.046	195.073	31.015	6.013	7.001	1108.43	2.001	4182.31	4.013
MGI:3646283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3779788	805.776	442.234	114.935	319.473	3.096	363.118	446.114	516.681	3091.64	398.255	743.505	244.194	451.748	298.675	1169.15	474.358	1903.75	138.768	83.604	432.105	191.813	111.634	590.248	302.157	482.12	1002.79
MGI:2443596	1041.82	6723.56	2381.01	3956.85	3148.77	4987.35	2184.68	5913.85	2781.46	7367.22	3711.98	1341.73	3456.48	1803.45	2165.06	5448.82	2661.77	2464.36	1091.64	411.336	944.194	1020.62	3810.53	579.907	5737.43	754.064
MGI:3781561	8.644	44.233	0.01	8.967	0.01	22.147	6.992	76.53	27.736	90.704	7.021	0.009	2.501	22.825	17.738	39.936	80.312	3.738	0.014	17.058	13.423	0	23.244	0.007	9.465	34.958
MGI:3781551	142.834	312.983	121.936	465.696	0.01	420.391	226.838	354.158	180.277	190.972	28.253	34.467	32.38	0.012	0.013	141.18	131.193	0.012	29.516	116.983	128.037	62.379	238.478	60.833	93.041	0.012
MGI:3781665	47.348	21.546	4.854	2.849	0	22.458	26.781	252.517	113.161	264.942	13.323	16.993	2.99	49.266	82.841	134.546	230.922	81.078	7.276	51.412	0.007	1.779	85.032	13.731	66.974	60.863
MGI:3644639	0	0	0	0	0	0	0	0	152.379	0	0	0	0	0	0	0	217.752	0	0	0	0	0	0	0	0	69.093
MGI:3781373	52.656	0.002	31.21	0.002	4.114	23.828	25.649	463.038	202.514	382.991	26.826	5.212	1.261	31.63	16.11	96.517	93.526	70.152	4.006	19.353	0.002	0	22.439	0.002	28.186	0.002
MGI:3781703	0	17.194	0	3.901	0	11.056	4.159	24.697	296.437	17.119	1.26	4.667	0	1.372	1.622	31.403	308.255	3.506	1.158	3.186	0	1.015	16.484	0	0	106.776
MGI:3781495	0	0	0	0	0	0	0	0	41.868	0	0	0	0	0	0	0	32.697	0	0	0	3.505	0	0	0	0	0
MGI:3779794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:1922055	2.307	0	0	1.352	0	0	7.144	5.703	433.943	2.144	0	1	0	0	0	1.202	379.142	0	0	0	1.385	0	0	0	1.192	166.319
MGI:3781476	3.69	0	0	0	0	0	7.95	4.316	27.874	11.1	0	0	0	3.579	10.092	0	17.586	0	0	0	2.747	0	2.43	0	0	0
MGI:3781442	61.062	29.7	9.833	6.492	0	10.8	7.717	143.651	94.95	103.405	7.233	3.556	1.108	0.002	59.421	19.906	224.788	39.67	0.003	30.614	0.003	0	1.844	7.536	16.676	42.363
MGI:3780010	0	0.787	0	0	0	0	0	1.239	51.445	0.962	0	0	0	0	0	0	71.939	0	0	0	0	0	0	0	0	10.411
MGI:3781430	18.102	2.848	7.745	4.263	0	6.92	4.391	206.108	43.223	154.731	0.001	0.002	0	1.508	22.63	18.36	168.049	7.383	0.001	8.266	0.002	0.001	4.972	8.376	4.066	10.646
MGI:1918269	390.796	1978.95	706.82	764.969	172.434	2847.46	418.591	4049.86	705.09	7091.95	3050.94	418.915	880.96	826.921	466.927	1537	699.123	1737.78	167.836	109.45	643.356	123.263	1698.8	162.3	1583.19	192.1
MGI:3779769	0	0	0	0	0	0	0	0	199.694	0	0	0	0	0	0	0	234.387	0	0	0	0	0	0	0	0	104.069
MGI:1926249	87.721	221.591	451.586	72.309	288.358	6954.36	686.364	426.16	535.728	532.257	5065.25	52.007	212.347	315.356	244.22	200.228	304.716	118.775	30.369	43.035	1479.5	83.776	848.193	179.311	205.178	127.998
MGI:3781417	0	5.528	0	0	0	0	0	12.791	173.105	33.259	0	0	0	0	0	0	372.9	20.342	0	0	0	0	0	0	0	53.204
MGI:3781352	32.575	13.856	0.007	2.05	0	16.738	26.947	178.133	147.791	191.316	7.861	4.45	0.009	12.786	44.672	93.9	278.814	29.069	4.903	13.171	0.005	0	0.008	0.005	18.974	40.199
MGI:3781361	0	0	0	0	0	0	0	0	346.515	0	0	0	0	3.188	3.299	2.498	453.09	0	0	0	0	0	0	0	0	63.173
MGI:1914305	12.632	8.024	8.738	5.189	0	5.633	10.431	143.126	64.698	98.713	0.001	0.001	0	1.706	17.611	20.86	94.577	17.254	0.002	11.36	0.002	0	8.524	9.495	4.808	10.629
MGI:3781328	2.18	7.51	0	1.487	0	5.932	0	12.031	1353.21	0	0	0	0	0	1.869	0	1463.48	0	0	0	0	0	0	0	0	432.522
MGI:3781317	0	0	0	0	0	0	0	0	89.089	0	0	0	0	0	0	0	69.798	0	0	0	0	0	1.112	0	0	9.937
MGI:3781152	10.605	4.002	0.005	3.533	1.001	0.008	2.428	90.925	22.353	94.519	0.002	0.001	0	0.003	3.046	0.01	32.481	23.918	0.003	0.006	0.003	0	1.515	2.409	6.651	2.968
MGI:3781291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:3781275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGI:5592125	406.95	576.574	114.257	121.946	20.018	243.724	296.147	935.986	7467.47	402.398	198.643	35.003	23.274	302.01	556.27	285.394	5935.07	95.201	33.837	179.338	70.699	4.27	787.862	215.436	266.564	2003.86
MGI:3781094	42.135	0.083	0.078	44.949	34.198	47.351	130.3	12.07	1927.7	22.525	15.392	24.998	52.668	0.142	302.432	31.685	2259.93	10.989	19.865	42.57	9.618	4.838	29.985	27.88	11.593	886.196
MGI:3781211	0	0	0	0	0	0	0	2.439	242.198	0	0	0	0	0	2.708	0	205.924	0	0	0	0	0	0	0	0	122.512
MGI:3781221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.866	0	0	0	0	0	0	0	0	0
MGI:3781190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.63	0	0	0	0	0	0	0	0	0
MGI:108471	1561.32	5950.27	1935.84	4353.73	1024.84	3783.7	2023.7	3483.54	5306.56	3927.86	3589.84	3448.2	2409.61	2424.6	1648.13	4842.13	4337.39	739.839	699.719	530.627	385.63	208.309	2576.28	305.052	3448.13	184.21
MGI:3781183	3.508	21.644	0.007	0.006	0	0.005	9.131	88.625	136.566	90.338	0.009	0.005	0.003	8.006	21.947	9.097	94.368	7.655	0.005	9.374	0.007	0	10.286	0.005	6.896	30.876
MGI:3781155	87.688	36.992	1.864	1.901	1.593	2.981	29.358	115.829	8962.77	215.036	3.313	0.837	1.435	5.983	111.949	22.191	10659.7	38.414	0.29	10.33	26.427	0.364	3.873	57.458	22.758	4101.23
MGI:3704417	0	0	0	0	0	0	0	2.72	1483.76	0	0	0	0	0	1.008	0	1612.4	0	0	0	0	0	0	0	0	796.363
MGI:1923155	736.513	25.388	335.689	104.198	13.322	206.49	353.607	111.659	69.077	104.066	203.529	32.973	9.101	431.061	354.082	25.107	34.998	36.011	28.597	264.331	24.118	6.938	1092.07	160.961	47.807	9.449
MGI:3781134	0.006	0.007	0.008	0.006	0	0.005	5.94	23.852	34.76	30.089	0.004	0.006	0.003	0.005	36.292	11.667	76.629	3.24	3.44	11.729	10.856	0	0.008	0.005	13.418	0.008
MGI:5621575	92.258	396.522	185.365	1129.44	2205.45	2181.62	238.4	0	0	164.136	3939.5	787.838	2457.13	321.364	304.79	570.032	0	0	377.72	0	851.59	397.709	284.479	127.068	298.121	0
MGI:3641969	44.641	0	21.032	97.737	0	23.99	6.525	152.322	534.286	45.007	0	3.313	1.575	0	0	0	323.398	54.885	7.981	35.576	0	0	0	0	10.922	110.855
MGI:3781066	0	1.273	0	0	0	0	0	3.942	286.904	1	0	0	0	5.116	0	1	278.904	0	0	0	0	0	34.926	0	3.581	52.797
MGI:4840510	4347.36	30945.9	4705.44	10156.3	5586.82	3409.44	5040.12	4291.98	1725.2	2475.16	1973.76	2329.05	1878.34	2271.69	2235.07	10846.2	1419.33	948.302	3608.08	2231.75	924.234	1059.74	9377.89	639.958	21202.2	745.532
MGI:2681166	0	226.059	1	0	0	0	0	0	4.454	0	0	0	0	2	0	95.999	0.982	0	0	0	0	0	2.587	0	138.706	0
MGI:5433926	0	716.1	25.234	16.748	3	5	0	0	9.118	0	0	5.411	0	25.471	0	166.354	0	0	12	0	0	5	62.547	0	944.134	0
MGI:5434543	453.862	3350.5	1209.27	544.769	24.47	880.859	903.846	339.727	153.323	102.227	527.781	114.896	773.173	982.917	484.609	3371.63	60.313	28.725	215.201	401.175	449.031	346.363	2367.53	256.227	5238.45	31.995
MGI:5623965	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4	0
MGI:3588226	0	169	1.949	0	0	0	0	0	2.239	0	0	0	0	0	0	55	4.004	0	1	0	0	0	0	0	34	0
MGI:1859310	705.935	1434.81	1022.62	27836.8	1757.7	5917.09	1053.25	2381.15	610.827	927.207	4337.03	11650.9	829.489	618.09	525.204	881.37	460.596	375.89	3572.25	238.607	1305.23	831.487	2140.62	229.861	954.137	164.874
MGI:5433925	0	42.949	0	1	0	0	0	0	20.907	0	0	0	0	0	0	6.753	8.002	0	0	0	0	0	0	0	6.676	6.982
MGI:2444054	50.077	266	232	90	0	18	24	15	1415	28	36	54	12	304	6	283	1029	9	40.004	28	1	6.01	373	5	147.03	287.051
MGI:1277199	1	423.9	27.766	18.252	0	0	0	4	6.882	0	6	6.589	5	2.529	0	105.591	12	0	0	2	4	0	39.453	0	290.866	3.277
MGI:2687009	1.028	0	0	0	0	0	1	1	41.533	1	0	0	0	0	0	0	17.882	1.032	0	0	0	0	0	0	2	4.001
MGI:5826027	2.737	83.166	6.272	15.264	4.6	50.274	32.854	23.253	270.171	77.714	10	9	10.793	7.095	17.151	54.08	449.755	12.822	5.252	2.235	1.096	3.317	43.214	4.487	58.642	27.871
